Artikel-ID,Artikel,Text
art_66_a_bis,Art. 66,"Das Gericht kann einen Ausländer für 3–15 Jahre des Landes verweisen, wenn er wegen eines Verbrechens oder Vergehens, das nicht von Artikel 66"
art_66_b,Art. 66,"Begeht jemand, nachdem gegen ihn eine Landesverweisung angeordnet worden ist, eine neue Straftat, welche die Voraussetzungen für eine Landesverweisung nach Artikel 66 Die Landesverweisung kann auf Lebenszeit ausgesprochen werden, wenn der Verurteilte die neue Tat begeht, solange die für die frühere Tat ausgesprochene Landesverweisung noch wirksam ist."
art_66_c,Art. 66,"Die Landesverweisung gilt ab Rechtskraft des Urteils. Vor dem Vollzug der Landesverweisung sind die unbedingten Strafen oder Strafteile sowie die freiheitsentziehenden Massnahmen zu vollziehen. Die Landesverweisung wird vollzogen, sobald die verurteilte Person bedingt oder endgültig aus dem Straf- oder Massnahmenvollzug entlassen oder die freiheitsentziehende Massnahme aufgehoben wird, ohne dass eine Reststrafe zu vollziehen ist oder eine andere solche Massnahme angeordnet wird. Wird die mit einer Landesverweisung belegte Person für den Straf- und Massnahmenvollzug in ihr Heimatland überstellt, so gilt die Landesverweisung mit der Überstellung als vollzogen. Die Dauer der Landesverweisung wird von dem Tag an berechnet, an dem die verurteilte Person die Schweiz verlassen hat."
art_66_d,Art. 66," a. der Betroffene ein von der Schweiz anerkannter Flüchtling ist und durch die Landesverweisung sein Leben oder seine Freiheit wegen seiner Rasse, Religion, Nationalität, Zugehörigkeit zu einer bestimmten sozialen Gruppe oder seiner politischen Anschauungen gefährdet wäre; davon ausgenommen ist der Flüchtling, der sich gemäss Artikel 5 Absatz 2 des Asylgesetzes vom 26. Juni 1998 b. andere zwingende Bestimmungen des Völkerrechts entgegenstehen. "
art_67,Art. 67,"Hat jemand in Ausübung einer beruflichen oder einer organisierten ausserberuflichen Tätigkeit ein Verbrechen oder Vergehen begangen, für das er zu einer Freiheitsstrafe von über sechs Monaten verurteilt worden ist, und besteht die Gefahr, dass er seine Tätigkeit zur Begehung weiterer Verbrechen oder Vergehen missbrauchen wird, so kann ihm das Gericht die betreffende oder vergleichbare Tätigkeiten für sechs Monate bis zu fünf Jahren ganz oder teilweise verbieten. Hat jemand gegen einen Minderjährigen oder eine andere besonders schutzbedürftige Person ein Verbrechen oder Vergehen begangen und besteht die Gefahr, dass er in Ausübung einer beruflichen oder einer organisierten ausserberuflichen Tätigkeit, die einen regelmässigen Kontakt mit Minderjährigen oder mit anderen besonders schutzbedürftigen Personen umfasst, weitere Straftaten dieser Art begeht, so kann ihm das Gericht die betreffende Tätigkeit für ein Jahr bis zehn Jahre verbieten. Das Gericht kann das Verbot nach Absatz 2 lebenslänglich verhängen, wenn zu erwarten ist, dass die Dauer von zehn Jahren nicht ausreicht, damit vom Täter keine Gefahr mehr ausgeht. Es kann ein zeitlich befristetes Verbot nach Absatz 2 auf Antrag der Vollzugsbehörde jeweils um höchstens fünf Jahre verlängern, wenn dies notwendig ist, um den Täter von weiteren Verbrechen und Vergehen, wie sie Anlass für das Verbot waren, abzuhalten. Wird jemand wegen einer der nachfolgenden Straftaten zu einer Strafe verurteilt oder wird deswegen gegen ihn eine Massnahme nach den Artikeln 59 a. Menschenhandel (Art. 182), sofern er die Straftat zum Zwecke der sexuellen Ausbeutung an einem minderjährigen Opfer begangen hat; b. sexuelle Handlungen mit Kindern (Art. 187), sexuelle Handlungen mit Abhängigen (Art. 188) oder sexuelle Handlungen mit Minderjährigen gegen Entgelt (Art. 196); c. sexueller Übergriff und sexuelle Nötigung (Art. 189), Vergewaltigung (Art. 190), Missbrauch einer urteilsunfähigen oder zum Widerstand unfähigen Person (Art. 191), Ausnützung einer Notlage oder Abhängigkeit (Art. 193), Täuschung über den sexuellen Charakter einer Handlung (Art. 193 d. Wird jemand wegen einer der nachfolgenden Straftaten zu einer Strafe verurteilt oder wird deswegen gegen ihn eine Massnahme nach den Artikeln 59 a. Das Gericht kann in besonders leichten Fällen ausnahmsweise von der Anordnung eines Tätigkeitsverbotes nach Absatz 3 oder 4 absehen, wenn ein solches Verbot nicht notwendig erscheint, um den Täter von der Begehung weiterer Straftaten abzuhalten, wie sie Anlass für das Verbot sind. Von der Anordnung eines Tätigkeitsverbotes darf jedoch nicht abgesehen werden, wenn der Täter: a. verurteilt worden ist wegen Menschenhandel (Art. 182), sexueller Nötigung (Art. 189 Abs. 2 und 3), Vergewaltigung (Art. 190 Abs. 2 und 3), Missbrauch einer urteilsunfähigen oder zum Widerstand unfähigen Person (Art. 191) oder Förderung der Prostitution (Art. 195); oder b. gemäss den international anerkannten Klassifikationskriterien pädophil ist. Wird der Täter im selben Verfahren wegen mehrerer Straftaten zu einer Strafe verurteilt oder wird gegen ihn deswegen eine Massnahme angeordnet, so legt das Gericht fest, welcher Anteil der Strafe oder welche Massnahme auf eine Straftat entfällt, die ein Tätigkeitsverbot nach sich zieht. Dieser Strafanteil, die Massnahme sowie die Straftat sind massgebend dafür, ob ein Tätigkeitsverbot nach Absatz 1, 2, 2 Das Gericht kann für die Dauer der Verbote Bewährungshilfe anordnen. …"
art_67_a,Art. 67,"Als berufliche Tätigkeiten im Sinne von Artikel 67 gelten Tätigkeiten in Ausübung eines Haupt- oder Nebenberufs oder -gewerbes oder eines Handelsgeschäfts. Als organisierte ausserberufliche Tätigkeiten gelten Tätigkeiten, die nicht oder nicht primär zu Erwerbszwecken und die im Rahmen eines Vereins oder einer anderen Organisation ausgeübt werden. Das Tätigkeitsverbot nach Artikel 67 umfasst die Tätigkeiten, die der Täter selbstständig, als Organ einer juristischen Person oder Handelsgesellschaft oder in einer anderen Funktion, die im Handelsregister einzutragen ist, als Beauftragter oder als Vertreter einer anderen Person ausübt oder durch eine von seinen Weisungen abhängige Person ausüben lässt. Besteht die Gefahr, dass der Täter seine Tätigkeit auch zur Begehung von Straftaten missbraucht, wenn er sie nach Weisung und unter Kontrolle eines Vorgesetzten oder einer Aufsichtsperson ausübt, so ist ihm die Tätigkeit ganz zu untersagen. Die Verbote nach Artikel 67 Absätze 3 und 4 umfassen immer die ganze Tätigkeit. Als Tätigkeiten mit regelmässigem Kontakt zu Minderjährigen oder zu anderen besonders schutzbedürftigen Personen gelten: a. b. andere Tätigkeiten, die vor allem oder wiederholt in Einrichtungen ausgeübt werden, die Dienstleistungen nach Buchstabe a anbieten; ausgenommen sind Tätigkeiten, bei denen örtlich oder zeitlich sichergestellt ist, dass kein Kontakt zu Minderjährigen oder anderen besonders schutzbedürften Personen stattfinden kann. Als besonders schutzbedürftig gelten Personen, die aufgrund ihres Alters, einer Krankheit oder einer langfristigen körperlichen, geistigen oder psychischen Beeinträchtigung bei alltäglichen Verrichtungen oder in ihrer Lebensführung auf fremde Hilfe angewiesen sind."
art_67_b,Art. 67,"Hat jemand ein Verbrechen oder Vergehen gegen eine oder mehrere bestimmte Personen oder gegen Personen einer bestimmten Gruppe begangen und besteht die Gefahr, dass er bei einem Kontakt zu diesen Personen weitere Verbrechen oder Vergehen begehen wird, so kann das Gericht für eine Dauer bis zu fünf Jahren ein Kontakt- und Rayonverbot verhängen. Mit dem Kontakt- und Rayonverbot kann das Gericht dem Täter verbieten: a. mit einer oder mehreren bestimmten Personen oder mit Personen einer bestimmten Gruppe direkt oder über Drittpersonen Kontakt aufzunehmen, namentlich auf telefonischem, schriftlichem oder elektronischem Weg, sie zu beschäftigen, zu beherbergen, auszubilden, zu beaufsichtigen, zu pflegen oder in anderer Weise mit ihnen zu verkehren; b. sich einer bestimmten Person zu nähern oder sich in einem bestimmten Umkreis ihrer Wohnung aufzuhalten; c. sich an bestimmten Orten, namentlich bestimmten Strassen, Plätzen oder Quartieren, aufzuhalten. Für den Vollzug des Verbots kann die zuständige Behörde technische Geräte einsetzen, die mit dem Täter fest verbunden sind. Diese können insbesondere der Feststellung des Standortes des Täters dienen. Das Gericht kann für die Dauer des Verbots Bewährungshilfe anordnen. Es kann das Verbot auf Antrag der Vollzugsbehörden jeweils um höchstens fünf Jahre verlängern, wenn dies notwendig ist, um den Täter von weiteren Verbrechen und Vergehen gegen Minderjährige oder andere besonders schutzbedürftige Personen abzuhalten."
art_67_c,Art. 67,"Das Verbot wird am Tag wirksam, an dem das Urteil rechtskräftig wird. Die Dauer des Vollzugs einer Freiheitsstrafe oder einer freiheitsentziehenden Massnahme (Art. 59–61 und 64) wird auf die Dauer des Verbots nicht angerechnet. Hat der Täter die ihm auferlegte Probezeit nicht bestanden und wird die bedingte Freiheitsstrafe vollzogen oder die Rückversetzung in den Straf- oder Massnahmenvollzug angeordnet, so wird die Dauer des Verbots erst von dem Tage an gerechnet, an dem der Täter bedingt oder endgültig entlassen wird oder an dem die Sanktion aufgehoben oder erlassen wird. Hat der Täter die ihm auferlegte Probezeit bestanden, so entscheidet die zuständige Behörde über eine inhaltliche oder zeitliche Einschränkung oder über die Aufhebung des Verbots nach Artikel 67 Absatz 1 oder nach Artikel 67 Der Täter kann bei der zuständigen Behörde um eine inhaltliche oder zeitliche Einschränkung oder um die Aufhebung des Verbots ersuchen: a. bei einem Verbot nach Artikel 67 Absatz 1 oder nach Artikel 67 b. bei einem befristeten Verbot nach Artikel 67 Absatz 2: nach der Hälfte der Verbotsdauer, jedoch frühestens nach drei Jahren des Vollzugs; c. … d. bei einem lebenslänglichen Verbot nach Artikel 67 Absatz 2 Ist nicht mehr zu befürchten, dass der Täter eine Tätigkeit zur Begehung weiterer Verbrechen oder Vergehen missbraucht oder bei einem Kontakt zu bestimmten Personen oder Personen einer bestimmten Gruppe weitere Verbrechen oder Vergehen begeht und hat er den von ihm verursachten Schaden soweit zumutbar ersetzt, so hebt die zuständige Behörde das Verbot in den Fällen nach Absatz 4 oder 5 auf. Verbote nach Artikel 67 Absatz 3 oder 4 können nicht aufgehoben werden. Missachtet der Verurteilte ein Tätigkeitsverbot oder ein Kontakt- und Rayonverbot oder entzieht er sich der damit verbundenen Bewährungshilfe oder ist diese nicht durchführbar oder nicht mehr erforderlich, so erstattet die zuständige Behörde dem Gericht oder den Vollzugsbehörden Bericht. Das Gericht oder die Vollzugsbehörde kann die Bewährungshilfe aufheben oder neu anordnen. Die Vollzugsbehörde kann für die gesamte Dauer des Tätigkeitsverbotes oder des Kontakt- und Rayonverbotes Bewährungshilfe anordnen. Entzieht sich der Verurteilte der Bewährungshilfe während der Dauer einer Probezeit, so ist Artikel 95 Absätze 4 und 5 anwendbar. Missachtet der Verurteilte während der Dauer einer Probezeit ein Tätigkeitsverbot oder ein Kontakt- und Rayonverbot, so sind Artikel 294 und die Bestimmungen über den Widerruf einer bedingten Strafe oder des bedingten Teils einer Strafe sowie über die Rückversetzung in den Straf- und Massnahmenvollzug anwendbar."
art_67_d,Art. 67,"Stellt sich während des Vollzugs eines Tätigkeitsverbots oder eines Kontakt- und Rayonverbots heraus, dass beim Täter die Voraussetzungen für eine Erweiterung des Verbots oder für ein zusätzliches solches Verbot gegeben sind, so kann das Gericht auf Antrag der Vollzugsbehörden nachträglich das Verbot erweitern oder ein zusätzliches Verbot anordnen. Stellt sich während des Vollzugs einer Freiheitsstrafe oder einer freiheitsentziehenden Massnahme heraus, dass beim Täter die Voraussetzungen für ein Verbot nach Artikel 67 Absatz 1 oder 2 oder nach Artikel 67"
art_67_e,Art. 67,"Hat der Täter ein Motorfahrzeug zur Begehung eines Verbrechens oder Vergehens verwendet und besteht Wiederholungsgefahr, so kann das Gericht neben einer Strafe oder einer Massnahme nach den Artikeln 59–64 den Entzug des Lernfahr- oder Führerausweises für die Dauer von einem Monat bis zu fünf Jahren anordnen."
art_67_f,Art. 67,Kein Inhalt
art_68,Art. 68,"Ist die Veröffentlichung eines Strafurteils im öffentlichen Interesse, im Interesse des Verletzten oder des Antragsberechtigten geboten, so ordnet sie das Gericht auf Kosten des Verurteilten an. Ist die Veröffentlichung eines freisprechenden Urteils oder einer Einstellungsverfügung der Strafverfolgungsbehörde im öffentlichen Interesse, im Interesse des Freigesprochenen oder Entlasteten geboten, so ordnet sie das Gericht auf Staatskosten oder auf Kosten des Anzeigers an. Die Veröffentlichung im Interesse des Verletzten, Antragsberechtigten, Freigesprochenen oder Entlasteten erfolgt nur auf deren Antrag. Das Gericht bestimmt Art und Umfang der Veröffentlichung."
art_69,Art. 69,"Das Gericht verfügt ohne Rücksicht auf die Strafbarkeit einer bestimmten Person die Einziehung von Gegenständen, die zur Begehung einer Straftat gedient haben oder bestimmt waren oder die durch eine Straftat hervorgebracht worden sind, wenn diese Gegenstände die Sicherheit von Menschen, die Sittlichkeit oder die öffentliche Ordnung gefährden. Das Gericht kann anordnen, dass die eingezogenen Gegenstände unbrauchbar gemacht oder vernichtet werden."
art_70,Art. 70,"Das Gericht verfügt die Einziehung von Vermögenswerten, die durch eine Straftat erlangt worden sind oder dazu bestimmt waren, eine Straftat zu veranlassen oder zu belohnen, sofern sie nicht dem Verletzten zur Wiederherstellung des rechtmässigen Zustandes ausgehändigt werden. Die Einziehung ist ausgeschlossen, wenn ein Dritter die Vermögenswerte in Unkenntnis der Einziehungsgründe erworben hat und soweit er für sie eine gleichwertige Gegenleistung erbracht hat oder die Einziehung ihm gegenüber sonst eine unverhältnismässige Härte darstellen würde. Das Recht zur Einziehung verjährt nach sieben Jahren; ist jedoch die Verfolgung der Straftat einer längeren Verjährungsfrist unterworfen, so findet diese Frist auch auf die Einziehung Anwendung. Die Einziehung ist amtlich bekannt zu machen. Die Ansprüche Verletzter oder Dritter erlöschen fünf Jahre nach der amtlichen Bekanntmachung. Lässt sich der Umfang der einzuziehenden Vermögenswerte nicht oder nur mit unverhältnismässigem Aufwand ermitteln, so kann das Gericht ihn schätzen."
art_71,Art. 71,"Sind die der Einziehung unterliegenden Vermögenswerte nicht mehr vorhanden, so erkennt das Gericht auf eine Ersatzforderung des Staates in gleicher Höhe, gegenüber einem Dritten jedoch nur, soweit dies nicht nach Artikel 70 Absatz 2 ausgeschlossen ist. Das Gericht kann von einer Ersatzforderung ganz oder teilweise absehen, wenn diese voraussichtlich uneinbringlich wäre oder die Wiedereingliederung des Betroffenen ernstlich behindern würde. …"
art_72,Art. 72,"Das Gericht verfügt die Einziehung aller Vermögenswerte, welche der Verfügungsmacht einer kriminellen oder terroristischen Organisation unterliegen. Bei Vermögenswerten einer Person, die sich an einer solchen Organisation beteiligt oder sie unterstützt hat (Art. 260"
art_73,Art. 73,"Erleidet jemand durch ein Verbrechen oder ein Vergehen einen Schaden, der nicht durch eine Versicherung gedeckt ist, und ist anzunehmen, dass der Täter den Schaden nicht ersetzen oder eine Genugtuung nicht leisten wird, so spricht das Gericht dem Geschädigten auf dessen Verlangen bis zur Höhe des Schadenersatzes beziehungsweise der Genugtuung, die gerichtlich oder durch Vergleich festgesetzt worden sind, zu: a. die vom Verurteilten bezahlte Geldstrafe oder Busse; b. eingezogene Gegenstände und Vermögenswerte oder deren Verwertungserlös unter Abzug der Verwertungskosten; c. Ersatzforderungen; d. den Betrag der Friedensbürgschaft. Das Gericht kann die Verwendung zu Gunsten des Geschädigten jedoch nur anordnen, wenn der Geschädigte den entsprechenden Teil seiner Forderung an den Staat abtritt. Die Kantone sehen für den Fall, dass die Zusprechung nicht schon im Strafurteil möglich ist, ein einfaches und rasches Verfahren vor."
art_74,Art. 74,"Die Menschenwürde des Gefangenen oder des Eingewiesenen ist zu achten. Seine Rechte dürfen nur so weit beschränkt werden, als der Freiheitsentzug und das Zusammenleben in der Vollzugseinrichtung es erfordern."
art_75,Art. 75,"Der Strafvollzug hat das soziale Verhalten des Gefangenen zu fördern, insbesondere die Fähigkeit, straffrei zu leben. Der Strafvollzug hat den allgemeinen Lebensverhältnissen so weit als möglich zu entsprechen, die Betreuung des Gefangenen zu gewährleisten, schädlichen Folgen des Freiheitsentzugs entgegenzuwirken und dem Schutz der Allgemeinheit, des Vollzugspersonals und der Mitgefangenen angemessen Rechnung zu tragen. … Die Anstaltsordnung sieht vor, dass zusammen mit dem Gefangenen ein Vollzugsplan erstellt wird. Dieser enthält namentlich Angaben über die angebotene Betreuung, die Arbeits- sowie die Aus- und Weiterbildungsmöglichkeiten, die Wiedergutmachung, die Beziehungen zur Aussenwelt und die Vorbereitung der Entlassung. Der Gefangene hat bei den Sozialisierungsbemühungen und den Entlassungsvorbereitungen aktiv mitzuwirken. Den geschlechtsspezifischen Anliegen und Bedürfnissen der Gefangenen ist Rechnung zu tragen. Wird der Gefangene bedingt oder endgültig entlassen und erweist sich nachträglich, dass bei der Entlassung gegen ihn ein weiteres, auf Freiheitsstrafe lautendes und vollziehbares Urteil vorlag, so ist vom Vollzug der Freiheitsstrafe abzusehen, wenn: a. sie aus einem von den Vollzugsbehörden zu vertretenden Grund nicht zusammen mit der andern Freiheitsstrafe vollzogen wurde; b. der Gefangene in guten Treuen davon ausgehen konnte, dass bei seiner Entlassung kein weiteres auf Freiheitsstrafe lautendes und vollziehbares Urteil gegen ihn vorlag; und c. damit die Wiedereingliederung des Gefangenen in Frage gestellt würde."
art_75_a,Art. 75,"Die Kommission nach Artikel 62 a. dieser ein Verbrechen nach Artikel 64 Absatz 1 begangen hat; und b. die Vollzugsbehörde die Frage der Gemeingefährlichkeit des Gefangenen nicht eindeutig beantworten kann. Vollzugsöffnungen sind Lockerungen im Freiheitsentzug, namentlich die Verlegung in eine offene Anstalt, die Gewährung von Urlaub, die Zulassung zum Arbeitsexternat oder zum Wohnexternat und die bedingte Entlassung. Gemeingefährlichkeit ist anzunehmen, wenn die Gefahr besteht, dass der Gefangene flieht und eine weitere Straftat begeht, durch die er die physische, psychische oder sexuelle Integrität einer anderen Person schwer beeinträchtigt."
art_76,Art. 76,"Freiheitsstrafen werden in einer geschlossenen oder offenen Strafanstalt vollzogen. Der Gefangene wird in eine geschlossene Strafanstalt oder in eine geschlossene Abteilung einer offenen Strafanstalt eingewiesen, wenn die Gefahr besteht, dass er flieht, oder zu erwarten ist, dass er weitere Straftaten begeht."
art_77,Art. 77,"Der Gefangene verbringt seine Arbeits‑, Ruhe- und Freizeit in der Regel in der Anstalt."
art_77_a,Art. 77,"Die Freiheitsstrafe wird in der Form des Arbeitsexternats vollzogen, wenn der Gefangene einen Teil der Freiheitsstrafe, in der Regel mindestens die Hälfte, verbüsst hat und nicht zu erwarten ist, dass er flieht oder weitere Straftaten begeht. Im Arbeitsexternat arbeitet der Gefangene ausserhalb der Anstalt und verbringt die Ruhe- und Freizeit in der Anstalt. Der Wechsel ins Arbeitsexternat erfolgt in der Regel nach einem Aufenthalt von angemessener Dauer in einer offenen Anstalt oder der offenen Abteilung einer geschlossenen Anstalt. Als Arbeiten ausserhalb der Anstalt gelten auch Hausarbeit und Kinderbetreuung. Bewährt sich der Gefangene im Arbeitsexternat, so erfolgt der weitere Vollzug in Form des Wohn- und Arbeitsexternats. Dabei wohnt und arbeitet der Gefangene ausserhalb der Anstalt, untersteht aber weiterhin der Strafvollzugsbehörde."
art_77_b,Art. 77,"Auf Gesuch des Verurteilten hin kann eine Freiheitsstrafe von nicht mehr als 12 Monaten oder eine nach Anrechnung der Untersuchungshaft verbleibende Reststrafe von nicht mehr als sechs Monaten in der Form der Halbgefangenschaft vollzogen werden, wenn: a. nicht zu erwarten ist, dass der Verurteilte flieht oder weitere Straftaten begeht; und b. der Verurteilte einer geregelten Arbeit, Ausbildung oder Beschäftigung von mindestens 20 Stunden pro Woche nachgeht. Der Gefangene setzt seine Arbeit, Ausbildung oder Beschäftigung ausserhalb der Anstalt fort und verbringt die Ruhe- und Freizeit in der Anstalt.  Erfüllt der Verurteilte die Bewilligungsvoraussetzungen nicht mehr oder leistet er die Halbgefangenschaft trotz Mahnung nicht entsprechend den von der Vollzugsbehörde festgelegten Bedingungen und Auflagen, so wird die Freiheitsstrafe im Normalvollzug vollzogen."
art_78,Art. 78,"Einzelhaft als ununterbrochene Trennung von den anderen Gefangenen darf nur angeordnet werden: a. bei Antritt der Strafe und zur Einleitung des Vollzugs für die Dauer von höchstens einer Woche; b. zum Schutz des Gefangenen oder Dritter; c. als Disziplinarsanktion; d. zur Verhinderung der Beeinflussung von Mitgefangenen durch Gedankengut, das die Ausübung von terroristischen Aktivitäten begünstigen kann, sofern konkrete Anhaltspunkte auf eine solche Beeinflussung vorliegen."
art_79,Art. 79,Kein Inhalt
art_79_a,Art. 79,"Ist nicht zu erwarten, dass der Verurteilte flieht oder weitere Straftaten begeht, so kann auf sein Gesuch hin in der Form von gemeinnütziger Arbeit vollzogen werden: a. eine Freiheitsstrafe von nicht mehr als sechs Monaten; b. eine nach Anrechnung der Untersuchungshaft verbleibende Reststrafe von nicht mehr als sechs Monaten; oder c. eine Geldstrafe oder eine Busse. Die gemeinnützige Arbeit ist ausgeschlossen für den Vollzug einer Ersatzfreiheitsstrafe. Die gemeinnützige Arbeit ist zugunsten von sozialen Einrichtungen, Werken in öffentlichem Interesse oder hilfsbedürftigen Personen zu leisten. Sie wird unentgeltlich geleistet. Vier Stunden gemeinnütziger Arbeit entsprechen einem Tag Freiheitsstrafe, einem Tagessatz Geldstrafe oder einem Tag Ersatzfreiheitsstrafe bei Übertretungen. Die Vollzugsbehörde bestimmt dem Verurteilten eine Frist von höchstens zwei Jahren, innerhalb der er die gemeinnützige Arbeit zu leisten hat. Bei gemeinnütziger Arbeit zum Vollzug einer Busse beträgt die Frist höchstens ein Jahr. Soweit der Verurteilte die gemeinnützige Arbeit trotz Mahnung nicht entsprechend den von der Vollzugsbehörde festgelegten Bedingungen und Auflagen oder nicht innert Frist leistet, wird die Freiheitsstrafe im Normalvollzug oder in der Form der Halbgefangenschaft vollzogen oder die Geldstrafe oder die Busse vollstreckt."
art_79_b,Art. 79,"Die Vollzugsbehörde kann auf Gesuch des Verurteilten hin den Einsatz elektronischer Geräte und deren feste Verbindung mit dem Körper des Verurteilten (elektronische Überwachung) anordnen: a. für den Vollzug einer Freiheitsstrafe oder einer Ersatzfreiheitsstrafe von 20 Tagen bis zu 12 Monaten; oder b. anstelle des Arbeitsexternates oder des Arbeits- und Wohnexternates für die Dauer von 3 bis 12 Monaten. Sie kann die elektronische Überwachung nur anordnen, wenn: a. nicht zu erwarten ist, dass der Verurteilte flieht oder weitere Straftaten begeht; b. der Verurteilte über eine dauerhafte Unterkunft verfügt; c. der Verurteilte einer geregelten Arbeit, Ausbildung oder Beschäftigung von mindestens 20 Stunden pro Woche nachgeht oder ihm eine solche zugewiesen werden kann; d. die mit dem Verurteilten in derselben Wohnung lebenden erwachsenen Personen zustimmen; und e. der Verurteilte einem für ihn ausgearbeiteten Vollzugsplan zustimmt. Sind die Voraussetzungen nach Absatz 2 Buchstabe a, b oder c nicht mehr erfüllt oder verletzt der Verurteilte seine im Vollzugsplan festgehaltenen Pflichten, so kann die Vollzugsbehörde den Vollzug in Form der elektronischen Überwachung abbrechen und den Vollzug der Freiheitsstrafe im Normalvollzug oder in der Form der Halbgefangenschaft anordnen oder die dem Verurteilten zustehende freie Zeit einschränken."
art_80,Art. 80,"Von den für den Vollzug geltenden Regeln darf zu Gunsten des Gefangenen abgewichen werden: a. wenn der Gesundheitszustand des Gefangenen dies erfordert; b. bei Schwangerschaft, Geburt und für die Zeit unmittelbar nach der Geburt; c. zur gemeinsamen Unterbringung von Mutter und Kleinkind, sofern dies auch im Interesse des Kindes liegt. Wird die Strafe nicht in einer Strafanstalt, sondern in einer anderen geeigneten Einrichtung vollzogen, so untersteht der Gefangene den Reglementen dieser Einrichtung, soweit die Vollzugsbehörde nichts anderes verfügt."
art_81,Art. 81,"Der Gefangene ist zur Arbeit verpflichtet. Die Arbeit hat so weit als möglich seinen Fähigkeiten, seiner Ausbildung und seinen Neigungen zu entsprechen. Der Gefangene kann mit seiner Zustimmung bei einem privaten Arbeitgeber beschäftigt werden."
art_82,Art. 82,Dem Gefangenen ist bei Eignung nach Möglichkeit Gelegenheit zu einer seinen Fähigkeiten entsprechenden Aus- und Weiterbildung zu geben.
art_83,Art. 83,"Der Gefangene erhält für seine Arbeit ein von seiner Leistung abhängiges und den Umständen angepasstes Entgelt. Der Gefangene kann während des Vollzugs nur über einen Teil seines Arbeitsentgeltes frei verfügen. Aus dem anderen Teil wird für die Zeit nach der Entlassung eine Rücklage gebildet. Das Arbeitsentgelt darf weder gepfändet noch mit Arrest belegt noch in eine Konkursmasse einbezogen werden. Jede Abtretung und Verpfändung des Arbeitsentgeltes ist nichtig. Nimmt der Gefangene an einer Aus- und Weiterbildung teil, welche der Vollzugsplan an Stelle einer Arbeit vorsieht, so erhält er eine angemessene Vergütung."
art_84,Art. 84,"Der Gefangene hat das Recht, Besuche zu empfangen und mit Personen ausserhalb der Anstalt Kontakt zu pflegen. Der Kontakt mit nahe stehenden Personen ist zu erleichtern. Der Kontakt kann kontrolliert und zum Schutz der Ordnung und Sicherheit der Strafanstalt beschränkt oder untersagt werden. Die Überwachung von Besuchen ist ohne Wissen der Beteiligten nicht zulässig. Vorbehalten bleiben strafprozessuale Massnahmen zur Sicherstellung einer Strafverfolgung. Geistlichen, Ärzten, Rechtsanwälten, Notaren und Vormündern sowie Personen mit vergleichbaren Aufgaben kann innerhalb der allgemeinen Anstaltsordnung der freie Verkehr mit den Gefangenen gestattet werden. Der Kontakt mit Verteidigern ist zu gestatten. Besuche des Verteidigers dürfen beaufsichtigt, die Gespräche aber nicht mitgehört werden. Eine inhaltliche Überprüfung der Korrespondenz und anwaltlicher Schriftstücke ist nicht gestattet. Der anwaltliche Kontakt kann bei Missbrauch von der zuständigen Behörde untersagt werden. Der Verkehr mit den Aufsichtsbehörden darf nicht kontrolliert werden. Dem Gefangenen ist zur Pflege der Beziehungen zur Aussenwelt, zur Vorbereitung seiner Entlassung oder aus besonderen Gründen in angemessenem Umfang Urlaub zu gewähren, soweit sein Verhalten im Strafvollzug dem nicht entgegensteht und keine Gefahr besteht, dass er flieht oder weitere Straftaten begeht. Lebenslänglich verwahrten Straftätern werden während des der Verwahrung vorausgehenden Strafvollzugs keine Urlaube oder andere Vollzugsöffnungen gewährt. Vorbehalten bleiben Artikel 36 des Wiener Übereinkommens vom 24. April 1963"
art_85,Art. 85,"Die persönlichen Effekten und die Unterkunft des Gefangenen können zum Schutz der Ordnung und Sicherheit der Strafanstalt durchsucht werden. Beim Gefangenen, der im Verdacht steht, auf sich oder in seinem Körper unerlaubte Gegenstände zu verbergen, kann eine Leibesvisitation durchgeführt werden. Diese ist von einer Person gleichen Geschlechts vorzunehmen. Ist sie mit einer Entkleidung verbunden, so ist sie in Abwesenheit der anderen Gefangenen durchzuführen. Untersuchungen im Körperinnern sind von einem Arzt oder von anderem medizinischem Personal vorzunehmen."
art_86,Art. 86,"Hat der Gefangene zwei Drittel seiner Strafe, mindestens aber drei Monate verbüsst, so ist er durch die zuständige Behörde bedingt zu entlassen, wenn es sein Verhalten im Strafvollzug rechtfertigt und nicht anzunehmen ist, er werde weitere Verbrechen oder Vergehen begehen. Die zuständige Behörde prüft von Amtes wegen, ob der Gefangene bedingt entlassen werden kann. Sie holt einen Bericht der Anstaltsleitung ein. Der Gefangene ist anzuhören. Wird die bedingte Entlassung verweigert, so hat die zuständige Behörde mindestens einmal jährlich neu zu prüfen, ob sie gewährt werden kann. Hat der Gefangene die Hälfte seiner Strafe, mindestens aber drei Monate verbüsst, so kann er ausnahmsweise bedingt entlassen werden, wenn ausserordentliche, in der Person des Gefangenen liegende Umstände dies rechtfertigen. Bei einer lebenslangen Freiheitsstrafe ist die bedingte Entlassung nach Absatz 1 frühestens nach 15, nach Absatz 4 frühestens nach zehn Jahren möglich."
