subject,predicate,object,artikel_id,artikel_nummer
Anwendung,gilt wenn,StGB ist milder und Tat hat stattgefunden,art_82,Art. 82
Gefangene,erhält,Arbeitsentgelt,art_83,Art. 83
- Arbeitsentgelt,abhängt von,Leistung,art_83,Art. 83
- Arbeitsentgelt,angepasst,Umständen,art_83,Art. 83
- Arbeitsentgelt,nur frei verfügen kann,Teil,art_83,Art. 83
- Eine Rücklage,gebaut wird,Rest des Arbeitsentgelts,art_83,Art. 83
- Die Rücklage,nach der entlassung,Zeitpunkt,art_83,Art. 83
Täter,begeht verbrechen/vergehen,Kontakt mit Gefangenen kontrolliert oder beschränkt oder untersagt,art_84,Art. 84
Tat,heisst,Kontakt mit Gefangenen regeln,art_84,Art. 84
Zeitpunkt,gilt wenn,StGB in Kraft tritt,art_84,Art. 84
StGB,ist milder als,vorheriges StGB,art_84,Art. 84
Anwendung,gilt wenn,StGB ist milder,art_84,Art. 84
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_84,Art. 84
Geistlichen/Ärzten/Rechtsanwälten/Notaren/Vormündern/Personen mit vergleichbaren Aufgaben,können kontakt mit gefangenen haben,allgemeine Anstaltsordnung,art_84,Art. 84
Verteidiger,kann kontakt mit gefangenen haben,Gespräche nicht mitgehört werden können,art_84,Art. 84
Korrespondenz/anwaltliche Schriftstücke,inhaltliche überprüfung nicht gestattet,nach Inkrafttreten des StGBes,art_84,Art. 84
Missbrauch von Verteidigerkontakt,kann untersagt werden,zuständige Behörde,art_84,Art. 84
Aufsichtsbehörden,kontakt darf nicht kontrolliert werden,nach Inkaftretreten des StGBes,art_84,Art. 84
Gefangenen,urlaub gewährt sein sollte,"zur Pflege der Beziehungen zur Aussenwelt, zur Vorbereitung seiner Entlassung oder aus besonderen Gründen",art_84,Art. 84
Gefangenen,keine urlaube/vollzugsöffnungen gewährt werden,vorausgehenden Strafvollzug von Verwahrung,art_84,Art. 84
Tat,verbrechen,Leibesvisitation,art_85,Art. 85
Tat,zeitpunkt,bei Inkrafttreten des StGBes,art_85,Art. 85
Gefangener,verboten,Leibesvisitation,art_85,Art. 85
Visitatoren,ist,Person gleichen Geschlechts von der Strafanstalt,art_85,Art. 85
Visitatoren,handelt in abwesenheit,anderen Gefangenen,art_85,Art. 85
Entkleidung,verbunden mit,"Leibesvisitation, wenn notwendig",art_85,Art. 85
StGB,ist milder als,vorherige Regelungen,art_85,Art. 85
Anwendung der Regel,gilt wenn,Gefangener im Verdacht steht unerlaubte Gegenstände zu verbergen,art_85,Art. 85
Untersuchungen im Körperinnern,von,Arzt oder anderem medizinischem Personal,art_85,Art. 85
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_85,Art. 85
Gefangene,verbüsst,zwei Drittel seiner Strafe,art_86,Art. 86
Gefangene,verbüsst,Hälfte seiner Strafe,art_86,Art. 86
Zuständige Behörde,prüft,bedingt zu entlassen,art_86,Art. 86
Zuständige Behörde,prüft,bedingte Entlassung gewährt werden kann,art_86,Art. 86
Zuständige Behörde,holt bericht,von Anstaltsleitung ein,art_86,Art. 86
Gefangene,angehört,wird,art_86,Art. 86
Zuständige Behörde,verweigert,bedingte Entlassung,art_86,Art. 86
Zuständige Behörde,neu prüft,bedingte Entlassung gewährt werden kann,art_86,Art. 86
Gefangene,rechtfertigt,sein Verhalten im Strafvollzug,art_86,Art. 86
Gefangene,annehmbar ist,er werde weitere Verbrechen oder Vergehen begehen,art_86,Art. 86
StGB,ist milder als,vorheriges StGB,art_86,Art. 86
Anwendung,gilt wenn,StGB ist milder,art_86,Art. 86
Ausnahme,gilt wenn,"Gefangene ausserordentliche, in der Person des Gefangenen liegende Umstände rechtfertigen",art_86,Art. 86
Zuständige Behörde,kann bedingt entlassen,Gefangene,art_86,Art. 86
Entlassung nach Absatz 1,frühestens möglich,nach 15 Jahren,art_86,Art. 86
Entlassung nach Absatz 4,frühestens möglich,zehn Jahren,art_86,Art. 86
Verbrechen,heißt,Entlassen bedingt unter Bewährung,art_87,Art. 87
Tat,zeitpunkt,vorherige Tat,art_87,Art. 87
StGB,heißt,StGB,art_87,Art. 87
StGB,ist milder als,vorheriges StGB,art_87,Art. 87
Anwendung,gilt wenn,StGB ist milder,art_87,Art. 87
Verbrechen,vergehen,Entlassen bedingt unter Bewährung,art_87,Art. 87
Tat,zeitpunkt,erfolgt nach Inkrafttreten des StGB,art_87,Art. 87
Bewährungshilfe,erfolgt,nach Inkrafttreten des StGB,art_87,Art. 87
Weisungen,erteilen,Vollzugsbehörde,art_87,Art. 87
Bedingte Entlassung,betrifft,Freiheitsstrafe,art_87,Art. 87
Freiheitsstrafe,heißt,Strafstrafe nach Artikel 64 Absatz 1,art_87,Art. 87
Bedingte Entlassung,zeitpunkt,erfolgt nach Ablauf der Probezeit,art_87,Art. 87
Probezeit,dauer,entspricht dem Strafrest,art_87,Art. 87
Probezeit,dauer,mindestens ein Jahr und höchstens fünf Jahre,art_87,Art. 87
Bewährungshilfe,oder,Weisungen,art_87,Art. 87
Gefahr von weiteren Straftaten dieser Art,begegnen,dem bedingt Entlassenen nach Ablauf der Probezeit,art_87,Art. 87
Gericht,kann auf antrag der vollzugsbehörde,Bewährungshilfe oder Weisungen verlängern,art_87,Art. 87
Gericht,kann auf antrag der vollzugsbehörde,neue Weisungen anordnen,art_87,Art. 87
Rückversetzung in den Strafvollzug,nicht möglich,nach Ablauf der Probezeit und Bewährungshilfe oder Weisungen,art_87,Art. 87
Täter,verbrechen/vergehen,Hat sich der bedingt Entlassene bewährt,art_88,Art. 88
Tat,zeitpunkt,vor Probezeit-Ablauf,art_88,Art. 88
Bewährung,erfolgt,nach Probezeit-Ablauf,art_88,Art. 88
StGB,ist milder als,Kein vorheriges StGB,art_88,Art. 88
Anwendung,gilt wenn,Täter ist endgültig entlassen,art_88,Art. 88
Verbrechen/Vergehen,begeht,bedingt Entlassener während Probezeit,art_89,Art. 89
Rückversetzung,ordnet das gericht an,wenn Verbrechen/Vergehen begangen während Probezeit,art_89,Art. 89
Rückversetzung,nicht angeordnet werden darf,wenn seit Ablauf der Probezeit drei Jahre vergangen sind,art_89,Art. 89
Untersuchungshaft,auf den strafrest anzurechnen,wenn Täter während des Verfahrens der Rückversetzung ausgestanden hat,art_89,Art. 89
Gesamtstrafe,bildet das gericht in anwendung von artikel 49,wenn auf Grund der neuen Straftat die Voraussetzungen für eine unbedingte Freiheitsstrafe erfüllt sind und trifft diese mit der durch den Widerruf vollziehbar gewordenen Reststrafe zusammen,art_89,Art. 89
Artikel 86 Absätze 1-4,anwendbar,wenn nur die Reststrafe vollzogen wird,art_89,Art. 89
Artikel 59-61 Massnahme,trifft mit der durch den entscheid über die rückversetzung vollziehbar gewordenen reststrafte zusammen,so ist Artikel 57 Absätze 2 und 3 anwendbar,art_89,Art. 89
Massnahme,ist eines von,"a, b, c, d",art_90,Art. 90
Massnahme,wird angewendet auf,Eingewiesener,art_90,Art. 90
Vollzugsplan,enthält namentlich angaben über,"die Behandlung der psychischen Störung, der Abhängigkeit oder der Entwicklungsstörung des Eingewiesenen",art_90,Art. 90
Gefangene/Eingewiesene,verstößt gegen strafvollzugsvorschriften/vollzugsplan,schuldhaft,art_91,Art. 91
* StGB,ist milder als,keine Bedingung,art_91,Art. 91
* Anwendung,gilt wenn,Gefangene/Eingewiesene verstößt gegen Strafvollzugsvorschriften/Vollzugsplan schuldhaft,art_91,Art. 91
Gefangene/Eingewiesene,erleidet,Disziplinarsanktionen,art_91,Art. 91
* Disziplinarsanktionen,umfasst,"Verweis, zeitweise Entzug oder Beschränkung der Verfügung über Geldmittel, Freizeitbeschäftigung oder Aussenkontakte, Busse, Arrest",art_91,Art. 91
Disziplinarrecht,enthält,"Disziplinartatbestände, Bestimmungen für Sanktionen und ihre Zumessung, Verfahren",art_91,Art. 91
Kantone,erlassen,Disziplinarrecht,art_91,Art. 91
* StGB,wird angewendet auf,Gefangene/Eingewiesene,art_91,Art. 91
Tat,verbrechen,Vorhandensein von wichtigen Gründen,art_92,Art. 92
StGB,stgb,In Kraft,art_92,Art. 92
Tat,zeitpunkt,In Krafttreten des StGB,art_92,Art. 92
Unterbrechung der Vollzug von Strafen und Massnahmen,erfolgt,Nach dem Inkrafttreten des StGB,art_92,Art. 92
StGB,ist milder als,StGB vor dem StGB,art_92,Art. 92
Anwendung der Unterbrechung der Vollzug von Strafen und Massnahmen,gilt wenn,StGB ist milder als das vorherige StGB,art_92,Art. 92
Unterbrechung der Vollzug von Strafen und Massnahmen,wird angewendet auf,Täter,art_92,Art. 92
Tat,verbrechen,vorhanden,art_92_a,Art. 92
Tat,zeitpunkt,vor Inkrafttreten des StGBes vom 23. März 2007,art_92_a,Art. 92
Opferhilfegesetz,ist milder als,vorheriges StGB,art_92_a,Art. 92
Anwendung,gilt wenn,Opferhilfegesetz ist milder,art_92_a,Art. 92
Vollzugbehörde,entscheidet nach anhörung des verurteilten,über das Gesuch,art_92_a,Art. 92
Vollzugsbehörde,kann nur dann verweigern/widerrufen,wenn berechtigte Interessen des Verurteilten überwiegen,art_92_a,Art. 92
Informationsberechtigte Person,macht aufmerksam,auf die Vertraulichkeit der bekannt gegebenen Informationen,art_92_a,Art. 92
Opferhilfeantragsteller,ist gegenüber beratender person,keiner Vertraulichkeitsverpflichtung unterworfen,art_92_a,Art. 92
Täter,vergehen,Bewährungshilfe,art_93,Art. 93
Zeitpunkt,vor inkrafttreten,StGB,art_93,Art. 93
Bewährungshilfe,erfolgt,nach Inkrafttreten,art_93,Art. 93
Bewährungshilfe-Behörde,vermittelt,Sozial- und Fachhilfe,art_93,Art. 93
Personen,schweigen,über ihre Wahrnehmungen,art_93,Art. 93
Personen,geben,Auskünfte,art_93,Art. 93
StGB,heißt,StGB,art_94,Art. 94
Weisungen,können erteilt werden für,Probezeit,art_94,Art. 94
Weisungen,betreffen,"Berufsausübung, Aufenthalt, Motorfahrzeugführung, Schadenersatz, ärztliche Betreuung, psychologische Betreuung",art_94,Art. 94
Delikte,gegen die sexuelle integrität können,verurteilte Person zum Besuch eines Lernprogramms verpflichtet werden,art_94,Art. 94
Anwendung,gilt wenn,Delikte gegen die sexuelle Integrität,art_94,Art. 94
StGB,ist milder als,kein Objekt angegeben,art_94,Art. 94
Gericht,handelt,Bewährungshilfe oder Weisungen,art_95,Art. 95
Behörde,gibt bericht über bewährungshilfe oder weisungen,dem Gericht oder Strafvollzugsbehörden,art_95,Art. 95
Urteil/Entscheid,enthält anordnung von bewährungshilfe und weisungen,Verurteilter,art_95,Art. 95
Verurteilter,erhält bericht über bewährungshilfe oder weisungen,zuständige Behörde,art_95,Art. 95
Gericht/Strafvollzugsbehörde,"kann in bestimmten fällen die probezeit um die hälfte verlängern/die bewährungshilfe aufheben oder neu anordnen/die weisungen ändern, aufheben oder neue weisungen erteilen",Verurteilter,art_95,Art. 95
Gericht,kann in bestimmten fällen die bedingte strafe widerrufen/die rückversetzung in den straf- oder massnahmenvollzug anordnen,"Verurteilter, wenn ernsthaft zu erwartet ist, dass der Verurteilte neue Straftaten begeht",art_95,Art. 95
StGB,ist milder als,vorheriges StGB,art_95,Art. 95
Anwendung des StGB,gilt wenn,StGB ist milder,art_95,Art. 95
StGB,heisst,StGB,art_96,Art. 96
Soziale Betreuung,wird angewendet auf,Täter,art_96,Art. 96
Soziale Betreuung,freiwillig in anspruch genommen werden kann,"keine Zeitangabe vorhanden, daher kein eigenes Triple",art_96,Art. 96
Tat,verbrechen,Verjährt,art_97,Art. 97
Zeitpunkt,vor inkrafttreten,Oktober 2001,art_97,Art. 97
Beurteilung,erfolgt,nach Inkrafttreten,art_97,Art. 97
StGB,ist milder als,vorheriges StGB,art_97,Art. 97
Anwendung,gilt wenn,"StGB ist milder und Tat nicht sexuelle Handlung mit Kindern oder Straftaten nach Artikeln 187, 188, 111-113, 122, 182, 189-191, 195 gegen ein Kind unter 16 Jahren",art_97,Art. 97
Tat,verjährung,in 30 Jahren bei lebenslängliche Freiheitsstrafe,art_97,Art. 97
Tat,verjährung,in 15 Jahren bei Freiheitsstrafe von mehr als drei Jahren,art_97,Art. 97
Tat,verjährung,in 10 Jahren bei Freiheitsstrafe von drei Jahren,art_97,Art. 97
Tat,verjährung,in 7 Jahren bei einer anderen Strafe,art_97,Art. 97
"Strafverfolgung von sexuellen Handlungen mit Kindern und minderjährigen Abhängigen sowie von Straftaten nach den Artikeln 111-113, 122, 182, 189-191 und 195, die sich gegen ein Kind unter 16 Jahren richten",verjährung,nach Absätten 1-3,art_97,Art. 97
Tat,ausführt,Verjährung beginnt,art_98,Art. 98
Tat,verschiedene zeiten,letzte Tätigkeit,art_98,Art. 98
Tat,dauert,Verhaltensaufgabe,art_98,Art. 98
Verhaltensaufgabe,aufhört,Verjährung beginnt,art_98,Art. 98
StGB,ist milder als,vorheriges StGB,art_98,Art. 98
Anwendung,gilt wenn,StGB ist milder,art_98,Art. 98
Verjährung,erfolgt,nach Inkrafttreten,art_98,Art. 98
StGB,heisst,StGB,art_99,Art. 99
Verbrechen/Vergehen,begeht,Täter,art_99,Art. 99
Verbrechen/Vergehen,heisst,Strafe ausgesprochen,art_99,Art. 99
Tat,zeitpunkt,vor Inkrafttreten,art_99,Art. 99
Strafe ausgesprochen,ist,lebenslängliche Freiheitsstrafe,art_99,Art. 99
Strafe ausgesprochen,wird angewendet auf,Täter,art_99,Art. 99
Strafe ausgesprochen,zeitpunkt,Inkrafttreten,art_99,Art. 99
Strafe ausgesprochen,zeitlich länger als,fünf Jahre,art_99,Art. 99
Strafe ausgesprochen,verjährt in,a. 30 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjährt in,b. 25 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjährt in,c. 20 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjähert in,d. 15 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjahrt in,e. fünf Jahren,art_99,Art. 99
Tat,verbrechen/vergehen,Unbekannt,art_100,Art. 100
Zeitpunkt,vollstreckbar wird,Tag des Urteils,art_100,Art. 100
Beurteilung,erfolgt,"nach dem Tag, an dem das Urteil rechtlich vollstreckbar wird",art_100,Art. 100
Verbrechen,heisst,Völkermord,art_101,Art. 101
Tat,heisst,Kriegsverbrechen,art_101,Art. 101
Tat,heisst,"Verbrechen, die als Mittel zu Erpressung oder Nötigung Leib und Leben vieler Menschen in Gefahr brachten oder zu bringen drohten",art_101,Art. 101
Verbrechen,heisst,sexuelle Handlungen mit Kindern,art_101,Art. 101
Tat,zeitpunkt,vor Inkrafttreten,art_101,Art. 101
Strafverfolgung,verjährt,nicht,art_101,Art. 101
StGB,ist milder als,vorheriges StGB,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe am 1. Januar 1983 noch nicht verjährt war,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe beim Inkrafttreten der Änderung vom 18. Juni 2010 dieses StGBes nach bisherigem Recht noch nicht verjährt war,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe am 30. November 2008 nach dem bis zu jenem Zeitpunkt geltenden Recht noch nicht verjährt war,art_101,Art. 101
Beurteilung,erfolgt,nach Inkrafttreten,art_101,Art. 101
StGB,heisst,StGB,art_101,Art. 101
Täter,wird angewendet auf,"Völkermord, Kriegsverbrechen, Verbrechen mit Erpressung/Nötigung, sexuelle Handlungen mit Kindern",art_101,Art. 101
Unternehmen,ausübt,Verbrechen oder Vergehen,art_102,Art. 102
- Unternehmen,begangen in,Unternehmenzweck,art_102,Art. 102
- Unternehmen,in ausübung,Geschäftliche Verrichtung,art_102,Art. 102
Unternehmensverbrechen/Vergehen,kann nicht zugerechnet werden,bestimmte natürliche Person,art_102,Art. 102
Unternehmen,wird bestraft mit,Busse,art_102,Art. 102
- Busse,beträgt,5 Millionen Franken,art_102,Art. 102
Unternehmensverbrechen/Vergehen,nach artikeln 260,Straftat,art_102,Art. 102
Strafgericht,bemisst,Busse,art_102,Art. 102
- Strafgericht,insbesondere nach,Schwere der Tat und Organisationsmangel sowie Schaden,art_102,Art. 102
- Strafgericht,insbesondere nach,wirtschaftlicher Leistungsfähigkeit des Unternehmens,art_102,Art. 102
Unternehmen im Sinne dieses Titels,gelten als,a. juristische Personen des Privatrechts,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,b. juristische Personen des öffentlichen Rechts mit Ausnahme der Gebietskörperschaften,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,c. Gesellschaften,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,d. Einzelfirmen,art_102,Art. 102
Täter,verbrechen/vergehen,vor Inkrafttreten,art_102_a,Art. 102
StGB,ist milder als,vorheriges StGB,art_102_a,Art. 102
Anwendung,gilt wenn,StGB ist milder,art_102_a,Art. 102
Beurteilung,erfolgt,nach Inkrafttreten,art_102_a,Art. 102
StGB,wird angewendet auf,Täter,art_102_a,Art. 102
Tat,verbrechen,ohne weitere Angabe,art_103,Art. 103
Tat,erfolgt,ohne weitere Angabe,art_103,Art. 103
StGB,ist milder als,ohne weitere Angabe,art_103,Art. 103
Anwendung,gilt wenn,StGB ist milder,art_103,Art. 103
Tat,verbrechen oder vergehen,Übertretung der Bestimmungen des Ersten Teils,art_104,Art. 104
Zeitpunkt,vor inkrafttreten,StGB,art_104,Art. 104
StGB,erfolgt,nach Inkrafttreten,art_104,Art. 104
StGB,ist milder als,ursprüngliches StGB,art_104,Art. 104
Anwendung,gilt wenn,StGB ist milder als ursprüngliches StGB,art_104,Art. 104
Anwendung,wird angewendet auf,Täter der Übertretung der Bestimmungen des Ersten Teils,art_104,Art. 104
Tat,zeitpunkt,nach Inkrafttreten von StGB,art_104,Art. 104
StGB,heißt,StGB,art_105,Art. 105
- StGB,ist milder als,vorheriges_StGB,art_105,Art. 105
- Bestimmungen_über_die_bedingten_und_die_teilbedingten_Strafen,sind,Art_42,art_105,Art. 105
- Bestimmungen_über_die_bedingten_und_die_teilbedingten_Strafen,sind,Art_43,art_105,Art. 105
- Landesverweisung,wird_angewandt_auf,Versuch und Gehilfschaft,art_105,Art. 105
- Freiheitsentziehende_Massnahmen,heißen,Art_59 bis Art_61 und Art_64,art_105,Art. 105
- Tätigkeitsverbot,wird_angewandt_auf,Art_67,art_105,Art. 105
- Kontakt- und Rayonverbot,wird_angewandt_auf,Art_67,art_105,Art. 105
- Beurteilung,erfolgt,nach_Inkrafttreten,art_105,Art. 105
StGB,ist milder als,vorheriges StGB,art_106,Art. 106
- Anwendung,gilt wenn,StGB ist milder,art_106,Art. 106
Tat,verbrechen oder vergehen,das StGB belegt,art_106,Art. 106
- Beurteilung,erfolgt,nach Inkrafttreten,art_106,Art. 106
Tat,zeitpunkt,vor Inkrafttreten,art_106,Art. 106
Gericht,spricht urteil für den fall,die Busse schuldhaft nicht bezahlt wird,art_106,Art. 106
- Ersatzfreiheitsstrafe,erfolgt,nach Inkrafttreten,art_106,Art. 106
Busse,höchstbetrag,10 000 Franken,art_106,Art. 106
Ersatzfreiheitsstrafe,mindestens,ein Tag und höchstens drei Monaten,art_106,Art. 106
Ersatzfreiheitsstrafe,entfällt,soweit die Busse nachträglich bezahlt wird,art_106,Art. 106
Täter,begeht,Verbrechen,art_107,Art. 107
Verbrechen,heisst,Tat,art_107,Art. 107
Tat,zeitpunkt,vor Inkrafttreten,art_107,Art. 107
Beurteilung,erfolgt,nach Inkrafttreten,art_107,Art. 107
StGB,heisst,StGB,art_107,Art. 107
Art. 2,ist,Kein Akteur,art_107,Art. 107
StGB,ist milder als,vorheriges StGB,art_107,Art. 107
Anwendung,gilt wenn,StGB ist milder,art_107,Art. 107
StGB,wird angewendet auf,Täter,art_107,Art. 107
Täter,begeht,Verbrechen,art_108,Art. 108
Verbrechen,erfolgt,vor Inkrafttreten,art_108,Art. 108
StGB,ist milder als,vorheriges StGB,art_108,Art. 108
Anwendung,gilt wenn,StGB ist milder,art_108,Art. 108
Beurteilung,erfolgt,nach Inkrafttreten,art_108,Art. 108
Verbrechen,vorhergeschehen,Drei Jahre hervor,art_109,Art. 109
StGB,ist milder als,Vorheriges StGB,art_109,Art. 109
Strafverfolgung,erfolgt,Drei Jahren,art_109,Art. 109
Strafe,verjährt in,Drei Jahren,art_109,Art. 109
Tat,verbrechen,"""Untersuchungshaft""",art_110,Art. 110
- Zeitpunkt,erfolgt,im Strafverfahren,art_110,Art. 110
- Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_110,Art. 110
- StGB,ist milder als,vorheriges StGB,art_110,Art. 110
- Anwendung,gilt wenn,Tat involviert Tiere,art_110,Art. 110
- StGB,wird angewendet auf,"der Täter, der die Tat begangen hat",art_110,Art. 110
Tat,verbrechen,Tötung,art_111,Art. 111
Täter,begeht,Tötung,art_111,Art. 111
Zeitpunkt,vor inkrafttreten,StGB,art_111,Art. 111
StGB,ist milder als,vorheriges StGB,art_111,Art. 111
Anwendung,gilt wenn,StGB ist milder und es wird kein Sonderfall zutreffend ist,art_111,Art. 111
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_111,Art. 111
Täter,begeht,Verbrechen,art_112,Art. 112
Verbrechen,hat beweggrund,besonders verwerflicher Beweggrund,art_112,Art. 112
Verbrechen,hat zweck,besonders verwerflicher Zweck,art_112,Art. 112
Verbrechen,art ausführung hat,besonders verwerfliche Art Ausführung,art_112,Art. 112
Täter,"wird lebenslänglich bestraft oder freiheitsstrafe unter zehn jahren bestraft, wenn",Verbrechen hat besonders verwerflichen Beweggrund oder Zweck oder besonders verwerfliche Art Ausführung,art_112,Art. 112
StGB,ist milder als,vorheriges StGB,art_112,Art. 112
Anwendung,gilt wenn,StGB ist milder,art_112,Art. 112
Täter,begeht,Verbrechen,art_113,Art. 113
Zeitpunkt,vor inkrafttreten,StGB,art_113,Art. 113
Beurteilung,erfolgt,nach Inkrafttreten,art_113,Art. 113
StGB,ist milder als,vorheriges StGB,art_113,Art. 113
Anwendung,gilt wenn,StGB ist milder,art_113,Art. 113
Täter,wird angewendet auf,StGB,art_113,Art. 113
Täter,tötet,Verbrechen,art_114,Art. 114
Zeitpunkt,vor inkrafttreten,StGB,art_114,Art. 114
StGB,ist milder als,vorheriges StGB,art_114,Art. 114
Anwendung,gilt wenn,StGB ist milder,art_114,Art. 114
Beurteilung,erfolgt,nach Inkrafttreten,art_114,Art. 114
Täter,wird angewendet auf,StGB,art_114,Art. 114
Täter,verbrechen,Verleiten zum Selbstmord,art_115,Art. 115
Tat,zeitpunkt,vor Inkrafttreten,art_115,Art. 115
StGB,ist milder als,keine Bedingung,art_115,Art. 115
StGB,wird angewendet auf,Täter,art_115,Art. 115
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_115,Art. 115
Täter,tötet,Verbrechen,art_116,Art. 116
Tat,zeitpunkt,bei Geburt oder unter Einfluss des Geburtsvorganges,art_116,Art. 116
StGB,ist milder als,vorheriges StGB,art_116,Art. 116
Anwendung,gilt wenn,Täter tötet Mutter ihr Kind...,art_116,Art. 116
Beurteilung,erfolgt,nach Inkrafttreten des StGB,art_116,Art. 116
Täter,verbrechen,Mord,art_117,Art. 117
Tat,zeitpunkt,vor Inkrafttreten des StGBes,art_117,Art. 117
StGB,ist milder als,vorheriges StGB,art_117,Art. 117
Anwendung,gilt wenn,Tat verursacht Tod eines Menschen fahrlässig,art_117,Art. 117
Tat,zeitpunkt,nach Inkrafttreten des StGBes,art_117,Art. 117
Beurteilung,erfolgt,nach Inkrafttreten des StGBes,art_117,Art. 117
StGB,wird angewendet auf,Täter,art_117,Art. 117
Täter,verstößt gegen,StGB,art_118,Art. 118
Tat,heisst,Verbrechen,art_118,Art. 118
Zeitpunkt,vor inkrafttreten,StGB,art_118,Art. 118
Beurteilung,erfolgt,nach Inkrafttreten,art_118,Art. 118
Vorheriges StGB,ist milder als,StGB,art_118,Art. 118
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_118,Art. 118
Tat,heisst auch,Verbrechen,art_118,Art. 118
Täter,wird angewendet auf,StGB,art_118,Art. 118
Tat,heisst auch,Vergehen,art_118,Art. 118
Verjährung,tritt ein nach,3 Jahren,art_118,Art. 118
Abbruch einer Schwangerschaft,notwendig ist,nach ärztlichem Urteil,art_119,Art. 119
Abbruch einer Schwangerschaft,erfolgt innerhalb von zwölf wochen seit beginn der letzten periode,auf schriftliches Verlangen der schwangeren Frau,art_119,Art. 119
Ärztin oder Arzt,hat persönlich mit der frau ein eingehendes gespräch zu führen und sie zu beraten,vorher,art_119,Art. 119
Schwangerschaftsabbruch,wird statistischen zwecken gemeldet,zuständigen Gesundheitsbehörde,art_119,Art. 119
Schwangerschaftsabbruch,erfolgt umso größer als die gefahr ist,je fortgeschrittener die Schwangerschaft ist,art_119,Art. 119
Abbruch einer Schwangerschaft,ist straflos wenn,Gefahr muss umso grösser sein,art_119,Art. 119
Ärztin oder Arzt,"hat geltend gemacht, sie befinde sich in einer notlage",die schwangeren Frau,art_119,Art. 119
Schwangerschaftsabbruch,ist straflos wenn,innerhalb von zwölf Wochen seit Beginn der letzten Periode,art_119,Art. 119
Schwangerschaftsabbruch,wird gemeldet,wahrscheinlich mit statistischen Zwecken,art_119,Art. 119
Betroffene Frau,gewährleistet ist,Anonymität,art_119,Art. 119
Ärztin oder Arzt,gewährleistet ist,Arztgeheimnis zu wahren,art_119,Art. 119
Kantone,bezeichnen die praxen und spitäler,welche die Voraussetzungen für eine fachgerechte Durchführung von Schwangerschaftsabbrüchen und für eine eingehende Beratung erfüllen,art_119,Art. 119
Abbruch einer Schwangerschaft,ist straflos wenn,die schwangeren Frau oder ihre gesetzlichen Vertreterin oder ihr gesetzlicher Vertreter gibt Zustimmung,art_119,Art. 119
Schwangerschaftsabbruch,ist milder als,vorheriges StGB,art_119,Art. 119
Anwendung von Schwangerschaftsabbruch,gilt wenn,Schwangerschaftsabbruch ist milder,art_119,Art. 119
Täter,vergehen,Verlangen schriftliches Gesuch an schwangere Frau unter 16 Jahren,art_120,Art. 120
Tat,vergehen,"Vergewissern sich, dass eine schwangere Frau unter 16 Jahren sich an eine für Jugendliche spezialisierte Beratungsstelle gewandt hat",art_120,Art. 120
Arzt/Ärztin,vergehen,Unterlässt melden Schwangerschaftsabbruch der zuständigen Gesundheitsbehörde,art_120,Art. 120
StGB,ist milder als,vorheriges es StGB,art_120,Art. 120
Anwendung,gilt wenn,StGB ist milder als vorheriges StGB,art_120,Art. 120
Täter,verbrechen/vergehen,vor Inkrafttreten,art_121,Art. 121
StGB,ist milder als,vorheriges StGB,art_121,Art. 121
Anwendung,gilt wenn,StGB ist milder,art_121,Art. 121
Anwendung,erfolgt,Inkrafttreten des StGB,art_121,Art. 121
Täter,verbrechen/vergehen,nach Inkrafttreten,art_121,Art. 121
Beurteilung,erfolgt,Inkrafttreten des StGB,art_121,Art. 121
StGB,wird angewendet auf,Täter,art_121,Art. 121
Täter,verbrechen,Verletzung des menschlichen Lebens,art_122,Art. 122
Täter,tat,Verletzung des menschlichen Lebens mit Freiheitsstrafe von einem Jahr bis zehn Jahren,art_122,Art. 122
Verletzung des menschlichen Lebens,zeitpunkt,vorsätzlich,art_122,Art. 122
Verletzung des menschlichen Lebens,tat,"verstümmeln des Körpers, Gliedes oder wichtigen Organes",art_122,Art. 122
Verletzung des menschlichen Lebens,tat,andere schwere Schädigung des Körpers oder der körperlichen oder geistigen Gesundheit,art_122,Art. 122
Verletzung des menschlichen Lebens,objekt,"unbrauchbar machen, bleibend arbeitsunfähig, gebrechlich oder geisteskrank machen, das Gesicht eines Menschen arg und bleibend entstellt",art_122,Art. 122
StGB,wird angewendet auf,Täter,art_122,Art. 122
StGB,ist milder als,vorheriges StGB,art_122,Art. 122
