subject,predicate,object,artikel_id,artikel_nummer
5. Tat,Verbrechen,Vergewaltigung (Rape),art_64,Art. 64
6. Tat,Verbrechen,sexuelle Nötigung (Sexual Coercion),art_64,Art. 64
7. Tat,Verbrechen,Freiheitsberaubung (Abduction),art_64,Art. 64
8. Tat,Verbrechen,Verschwindenlassen,art_64,Art. 64
9. Tat,Verbrechen,Völkermord,art_64,Art. 64
10. Tat,Verbrechen,Verbrechen gegen die Menschlichkeit,art_64,Art. 64
11. Tat,Vergehen,Kriegsverbrechen (War Crime),art_64,Art. 64
12. Täter,besonders schwer beeinträchtigt/beeinträchtigen wollte,"physische, psychische oder sexuelle Integrität einer anderen Person (Someone Else's Physical, Mental or Sexual Integrity)",art_64,Art. 64
1. Gesetz,ist milder als,vorheriges Gesetz,art_64,Art. 64
2. Anwendung,gilt wenn,Gesetz ist milder,art_64,Art. 64
1. Täter,hat mit dem Verbrechen,"sehr hohe Wahrscheinlichkeit, dass er wieder dieses Verbrechen begeht",art_64,Art. 64
- Beurteilung,erfolgt,nach Inkrafttreten (Enactment) des Gesetzes,art_64,Art. 64
1. Täter,beging,Verbrechen (Verwahrung wurde aufgrund eines Verbrechens),art_64_a,Art. 64
2. Tat,heisst,Verwahrung,art_64_a,Art. 64
3. Zeitpunkt,war,vor Ablauf der Probezeit,art_64_a,Art. 64
4. Bewährungshilfe,erfolgt,während der Probezeit,art_64_a,Art. 64
5. Wiederholtes Verbrechen,ist ernsthaft zu erwarten,bei Ablauf der Probezeit,art_64_a,Art. 64
6. Gericht,kann die Probezeit verlängern,wenn Erscheint bei Ablauf der Probezeit eine Fortführung der Bewährungshilfe oder der Weisungen als notwendig,art_64_a,Art. 64
7. Zeitpunkt,ist,nach Verlängerung der Probezeit,art_64_a,Art. 64
8. Gericht,kann die Rückversetzung anordnen,"auf Antrag der Vollzugsbehörde, wenn ist auf Grund des Verhaltens des bedingt Entlassenen während der Probezeit ernsthaft zu erwarten, dass er weitere Straftaten im Sinne von Artikel 64 Absatz 1 begehen könnte",art_64_a,Art. 64
9. Täter,missachtete die Weisungen,wenn Entzieht sich der bedingt Entlassene der Bewährungshilfe oder missachtet er die Weisungen,art_64_a,Art. 64
10. Artikel 95 Absätze 3–5,wird angewendet auf,"Täter, wenn Entzieht sich der bedingt Entlassene der Bewährungshilfe oder missachtet er die Weisungen",art_64_a,Art. 64
11. Zeitpunkt,war,"nach Ablauf der Probezeit, wenn hat sich der bedingt Entlassene bis zum Ablauf der Probezeit bewährt",art_64_a,Art. 64
12. Täter,ist endgültig entlassen,"nach Ablauf der Probezeit, wenn hat sich der bedingt Entlassene bis zum Ablauf der Probezeit bewährt",art_64_a,Art. 64
1. zuständige Behörde,prüft auf Gesuch hin oder von Amtes wegen,mindestens einmal jährlich,art_64_b,Art. 64
2. zuständige Behörde,prüft auf Gesuch hin oder von Amtes wehen,erstmals nach Ablauf von zwei Jahren,art_64_b,Art. 64
3. Täter,prüft auf Gesuch hin oder von Amtes wehen,keines (nicht der Akteur),art_64_b,Art. 64
4. zuständige Behörde,trifft Entscheide,nach Absatz 1 gestützt,art_64_b,Art. 64
5. zuständige Behörde,trifft Entscheide,gestützt auf einen Bericht der Anstaltsleitung,art_64_b,Art. 64
6. zuständige Behörde,trifft Entscheide,gestützt auf eine unabhängige sachverständige Begutachtung im Sinne von Artikel 56 Absatz 4,art_64_b,Art. 64
7. zuständige Behörde,trifft Entscheide,nach Absatz 1 gestützt auf die Anhörung einer Kommission nach Artikel 62,art_64_b,Art. 64
8. zuständige Behörde,trifft Entscheide,nach Absatz 1 gestützt auf die Anhörung des Täters,art_64_b,Art. 64
9. Art. 64,ist milder als,kein Akteur (nicht Verbrechen oder Vergehen),art_64_b,Art. 64
10. Art. 65 Abs. 1,ist milder als,vorheriges Gesetz,art_64_b,Art. 64
11. Anwendung,gilt wenn,Art. 65 Abs. 1 ist milder,art_64_b,Art. 64
12. Beurteilung (nicht angegeben),erfolgt,nach Inkrafttreten der Art. 65 Abs. 1,art_64_b,Art. 64
1. StGB,ist milder als,vorheriges Gesetz (vor dem Gesetz stand die lebenslängliche Verwahrung nicht),art_64_c,Art. 64
2. Anwendung,gilt wenn,StGB ist milder,art_64_c,Art. 64
3. Täter,begeht,Verbrechen (lebenslängliche Verwahrung),art_64_c,Art. 64
4. Tat,Zeitpunkt,vor Inkrafttreten (des neuen Gesetzes),art_64_c,Art. 64
5. Beurteilung,erfolgt,nach Inkrafttreten (des neuen Gesetzes),art_64_c,Art. 64
6. Gericht,entscheidet,nach Inkrafttreten (des neuen Gesetzes),art_64_c,Art. 64
7. Gericht,bedingt entlassen kann,Täter (nach zwei Drittel der Strafe oder 15 Jahren der lebenslänglichen Verwahrung),art_64_c,Art. 64
8. Einrichtung,bietet Behandlung an,"Täter (wenn die zuständige Behörde den Schluss kommt, dass sich die Gefährlichkeit des Täters erheblich verringert hat)",art_64_c,Art. 64
9. Gericht,ordnet stationäre therapeutische Massnahme an,nach der Aufhebung der lebenslänglichen Verwahrung (wenn die Gefährlichkeit des Täters für die Öffentlichkeit keine Gefahr mehr darstellt),art_64_c,Art. 64
1. Verurteilter,verurteilt zu,Freiheitsstrafe oder Verwahrung nach Artikel 64 Absatz 1,art_65,Art. 65
2. Verurteilter,hat vor,Vollzug von Freiheitsstrafe oder Verwahrung nach Artikel 64 Absatz 1,art_65,Art. 65
3. Verurteilter,"ist in einer Situation, die Voraussetzungen einer stationären therapeutischen Massnahme erfüllt",während des Vollzugs von Freiheitsstrafe oder Verwahrung nach Artikel 64 Absatz 1,art_65,Art. 65
4. Gericht,kann nachträglich eine stationäre therapeutische Massnahme anordnen,"wenn der Verurteilter in einer Situation ist, die Voraussetzungen einer stationären therapeutischen Massnahme erfüllt und dies während des Vollzuges von Freiheitsstrafe oder Verwahrung nach Artikel 64 Absatz 1 gegeben ist",art_65,Art. 65
5. Neue Tatsachen oder Beweismittel,erscheinen während des Vollzuges der Freiheitsstrafe,"kein Triple, da keine Tat definiert wird",art_65,Art. 65
6. Verurteilter,hat während des Vollzuges der Freiheitsstrafe,die Voraussetzungen der Verwahrung gegeben,art_65,Art. 65
7. Verurteilter,"war bei der Verurteilung in einer Situation, in der die Voraussetzungen für die Verwahrung bestanden",ohne dass das Gericht davon Kenntnis haben konnte,art_65,Art. 65
8. Gericht,kann nachträglich die Verwahrung anordnen,"wenn der Verurteilter während des Vollzuges der Freiheitsstrafe die Voraussetzungen der Verwahrung hatte und dies bereits bei der Verurteilung bestanden hat, ohne dass das Gericht davon Kenntnis haben konnte",art_65,Art. 65
9. Gericht,ist zuständig,für die Revision (Artikel 410−415 der Strafprozessordnung),art_65,Art. 65
- StGB,wird angewendet auf,"Verurteilter (nur falls später bekannt wird, dass vorheriges Gesetz milder war und die Bedingungen erfüllt waren)",art_65,Art. 65
1. Täter,begeht,Verbrechen (oder Vergehen),art_66,Art. 66
2. Gesetz,ist milder als,vorheriges Gesetz (im unbekannten Kontext),art_66,Art. 66
3. Anwendung,gilt wenn,"Täter begeht Verbrechen (oder Vergehen) und er hat gedrohtet oder er wird wegen eines Verbrechens (oder Vergehens) verurteilt und er legt eine bestimmte Absicht an den Tag, die Tat zu wiederholen",art_66,Art. 66
4. Gericht,kann annehmen,"Versprechen abnehmen, dass Täter nicht ausführt, die Tat",art_66,Art. 66
5. Gericht,kann anhalten,"Täter, angemessene Sicherheit dafür zu leisten, falls er das Versprechen verweigert oder böswillig die Sicherheit nicht innerhalb der bestimmten Frist leistet",art_66,Art. 66
6. Sicherheitshaft,ist wie eine kurze Freiheitsstrafe,vollzogen (nach 2 Monaten),art_66,Art. 66
7. Sicherheitshaft,darf nicht länger als,zwei Monate dauern,art_66,Art. 66
1. Täter,verurteilt wird,Verbrechen oder Vergehen (aus der Liste in Text),art_66_a,Art. 66
2. Täter,verurteilt wird,"keine Strafe, aber Landesverweisung möglich",art_66_a,Art. 66
3. Gericht,kann ausnahmsweise absehen,"Landesverweisung, wenn besonderen Situation von Ausländern Rechnung zu tragen, die in der Schweiz geboren oder aufgewachsen sind (Text)",art_66_a,Art. 66
1. Täter,verurteilt,Verbrechen oder Vergehen (nach Inkrafttreten),art_66_a_bis,Art. 66
2. Täter,hat begangen,Verbrechen oder Vergehen (vor Inkrafttreten),art_66_a_bis,Art. 66
3. Verbrechen oder Vergehen,heisst,nicht von Artikel 66 (vor Inkrafttreten),art_66_a_bis,Art. 66
4. Gesetz,heisst,StGB,art_66_a_bis,Art. 66
5. StGB,ist milder als,vorheriges Gesetz (nach Inkrafttreten),art_66_a_bis,Art. 66
6. Anwendung,gilt wenn,StGB ist milder,art_66_a_bis,Art. 66
7. Täter,wird angewendet auf,StGB (nach Inkrafttreten),art_66_a_bis,Art. 66
1. Tat,Verbrechen,Landesverweisung (nach Artikel 66),art_66_b,Art. 66
Zeitpunkt,vor Inkrafttreten,Landesverweisung (angeordnet),art_66_b,Art. 66
Beurteilung,erfolgt,nach Inkrafttreten,art_66_b,Art. 66
StGB,ist milder als,vorheriges Gesetz (unbekannt),art_66_b,Art. 66
Gesetz,wird angewendet auf,Täter,art_66_b,Art. 66
Zeitpunkt,Inkrafttreten,unbekannt,art_66_b,Art. 66
1. Verurteilte Person,begeht,Verbrechen oder Vergehen (unspecific),art_66_c,Art. 66
2. Verurteilte Person,ist verurteilt,vor Rechtskraft des Urteils,art_66_c,Art. 66
3. Strafen,zu vollziehen sind,vor dem Vollzug der Landesverweisung,art_66_c,Art. 66
4. Landesverweisung,wird vollzogen,nach dem Vollzug der Landesverweisung oder Überstellung in Heimatland,art_66_c,Art. 66
5. Landesverweisung,wird vollzogen,wenn die verurteilte Person bedingt oder endgültig entlassen oder freiheitsentziehende Massnahme aufgehoben ist und keine Reststrafe zu vollziehen ist oder keine andere freiheitsentziehende Massnahme angeordnet wird.,art_66_c,Art. 66
6. Landesverweisung,dauert,ab dem Tag an dem die verurteilte Person die Schweiz verlässt.,art_66_c,Art. 66
7. StGB (unspecific),wird angewendet auf,Verurteilte Person (if the law is referred to in relation to the offender),art_66_c,Art. 66
1. Betroffener,ist,von der Schweiz anerkannter Flüchtling,art_66_d,Art. 66
- Beurteilung,erfolgt,ohne Angabe von Zeitpunkt (nach Inkrafttreten vermutet),art_66_d,Art. 66
- Beurteilung,betrifft,Betroffener,art_66_d,Art. 66
- Gesetz,ist,Asylgesetz vom 26. Juni 1998,art_66_d,Art. 66
- Art. 5 Absatz 2 des Asylgesetzes vom 26. Juni 1998,ausgenommen von,"Flüchtling, der sich gemäss dieser Regel betrifft",art_66_d,Art. 66
- StGB,nicht angewendet auf,kein Täter im Sinne dieses Gesetzestextes erkennbar,art_66_d,Art. 66
1. Täter,begangen,Verbrechen (Verbrechen oder Vergehen),art_67,Art. 67
- Beurteilung,erfolgt,nach Inkrafttreten,art_67,Art. 67
- Gesetz,ist,StGB,art_67,Art. 67
- Täter,wird angewendet auf,Verbrechen (Verbrechen oder Vergehen),art_67,Art. 67
- StGB,ist milder als,vorheriges Gesetz (kein Zeitpunkt angegeben),art_67,Art. 67
- Anwendung,gilt wenn,StGB ist milder (kein Zeitpunkt angegeben),art_67,Art. 67
- Täter,kann verboten werden,betreffende oder vergleichbare Tätigkeiten (kein Zeitpunkt angegeben),art_67,Art. 67
- Täter,besteht die Gefahr,Täter begeht weitere Straftaten dieser Art (kein Zeitpunkt angegeben),art_67,Art. 67
- Verbot,kann vom Gericht lebenslänglich verhängen,"wenn zu erwarten ist, dass die Dauer von zehn Jahren nicht ausreicht (kein Zeitpunkt angegeben)",art_67,Art. 67
- Verbot,kann verlängert werden,jeweils um höchstens fünf Jahre durch Antrag der Vollzugsbehörde (kein Zeitpunkt angegeben),art_67,Art. 67
- Täter,muss untersagt werden,gegenüber Minderjährigen oder einer anderen besonders schutzbedürftigen Person (kein Zeitpunkt angegeben),art_67,Art. 67
- Täter,kann ausnahmsweise vom Verbot abgesehen werden,"wenn ein solches Verbot nicht notwendig erscheint, um den Täter von der Begehung weiterer Straftaten abzuhalten (kein Zeitpunkt angegeben)",art_67,Art. 67
1. Täter,begeht,Verbrechen oder Vergehen (Artikel 67 Verstoss),art_67_a,Art. 67
2. Tätigkeiten,gelten als,"berufliche (Artikel 67, Absatz 1, Teil 1)",art_67_a,Art. 67
3. Tätigkeiten,gelten als,"organisierte ausserberufliche (Artikel 67, Absatz 1, Teil 2)",art_67_a,Art. 67
4. Tätigkeit,umfasst,die Tätigkeiten nach Artikel 67 Absatz 2 (Tätigkeitsverbot),art_67_a,Art. 67
5. Tätigkeit,kann missbraucht werden,zur Begehung von Straftaten (Artikel 67 Absatz 3),art_67_a,Art. 67
6. Tätigkeit,ganz zu untersagen ist,wenn unter Kontrolle eines Vorgesetzten oder einer Aufsichtsperson ausübt (Artikel 67 Absatz 3),art_67_a,Art. 67
8. Tätigkeiten mit regelmässigem Kontakt zu Minderjährigen oder zu anderen besonders schutzbedürftigen Personen,gelten als,Tätigkeiten mit regelmäßigem Kontakt zu Minderjährigen oder zu anderen besonders schutzbedürftigen Personen (Text),art_67_a,Art. 67
9. StGB (im Kontext),ist milder als,"vorheriges Gesetz (Bedingung nicht explizit ausgedrückt, aber durch den Verweis auf Artikel 67 impliziert)",art_67_a,Art. 67
10. Anwendung der Gesetze,gilt wenn,"StGB ist milder (Bedingung nicht explizit ausgedrückt, aber durch die explizite Erwähnung von Artikel 67 Absatz 1 impliziert)",art_67_a,Art. 67
1. StGB,ist milder als,vorheriges Gesetz (unnamed_previous_law),art_67_b,Art. 67
4. Kontakt- und Rayonverbot,kann,"dem Täter verbieten: a. mit einer oder mehreren bestimmten Personen oder mit Personen einer bestimmten Gruppe direkt oder über Drittpersonen Kontakt aufzunehmen, namentlich auf telefonischem, schriftlichen oder elektronischen Weg, sie zu beschäftigen, beherbergen, auszubilden, zu beaufsichtigen, pflegen oder in anderer Weise mit ihnen verkehren; b. sich einer bestimmten Person zu nähern oder sich in einem bestimmten Umkreis ihrer Wohnung aufzuhalten; c. sich an bestimmten Orten, namentlich Strassen, Plätzen oder Quartieren, aufzuhalten",art_67_b,Art. 67
5. Kontakt- und Rayonverbot,kann,"für den Vollzug des Verbots technische Geräte einsetzen, die mit dem Täter fest verbunden sind. Diese können insbesondere der Feststellung des Standortes des Täters dienen",art_67_b,Art. 67
6. Anwendung,gilt wenn,das Gericht kann Bewährungshilfe anordnen,art_67_b,Art. 67
7. Verbot,kann,"auf Antrag der Vollzugsbehörden jeweils um höchstens fünf Jahre verlängert werden, wenn dies notwendig ist, um den Täter von weiteren Verbrechen und Vergehen gegen Minderjährige oder andere besonders schutzbedürftige Personen abzuhalten",art_67_b,Art. 67
8. StGB,wird angewendet auf,Täter,art_67_b,Art. 67
1. Täter,begeht,Verbrechen (Verbot),art_67_c,Art. 67
Zeitpunkt,ist,Tag der Rechtskraft des Urteils,art_67_c,Art. 67
Zeitpunkt,wird nicht angerechnet,Dauer der Vollzug einer Freiheitsstrafe oder einer freiheitsentziehenden Massnahme,art_67_c,Art. 67
Täter,kann um eine inhaltliche oder zeitliche Einschränkung oder um die Aufhebung des Verbots ersuchen,"nach der Hälfte der Verbotsdauer, jedoch erst nach drei Jahren des Vollzugs (im Fall eines befristeten Verbots)",art_67_c,Art. 67
Täter,kann um eine inhaltliche oder zeitliche Einschränkung oder um die Aufhebung des Verbots ersuchen,bei einem lebenslänglichen Verbot nach Artikel 67 Absatz 2 (in bestimmten Fällen),art_67_c,Art. 67
"Bestimmte Bedingungen (z.B. Täter missbraucht keine Tätigkeit zur Begehung weiterer Verbrechen oder Vergehen, Täter hat den von ihm verursachten Schaden soweit zumutbar ersetzt)",hebt die zuständige Behörde das Verbot auf,"nachdem es nicht mehr zu befürchten ist, dass der Täter eine Tätigkeit zur Begehung weiterer Verbrechen oder Vergehen missbraucht oder bei einem Kontakt zu bestimmten Personen oder Personen einer bestimmten Gruppe weitere Verbrechen oder Vergehen begeht",art_67_c,Art. 67
Täter,missachtet ein Tätigkeitsverbot oder ein Kontakt- und Rayonverbot oder entzieht sich der damit verbundenen Bewährungshilfe oder ist diese nicht durchführbar oder nicht mehr erforderlich,so erstattet die zuständige Behörde dem Gericht oder den Vollzugsbehörden Bericht,art_67_c,Art. 67
Gericht oder Vollzugsbehörde,kann die Bewährungshilfe aufheben oder neu anordnen,wenn Täter missachtet ein Tätigkeitsverbot oder ein Kontakt- und Rayonverbot oder entzieht sich der damit verbundenen Bewährungshilfe oder ist diese nicht durchführbar oder nicht mehr erforderlich,art_67_c,Art. 67
Vollzugsbehörde,kann für die gesamte Dauer des Tätigkeitsverbotes oder des Kontakt- und Rayonverbotes Bewährungshilfe anordnen,"während der Dauer einer Probezeit, wenn Täter sich der Bewährungshilfe entzieht",art_67_c,Art. 67
Täter,missachtet während der Dauer einer Probezeit ein Tätigkeitsverbot oder ein Kontakt- und Rayonverbot,so sind Artikel 294 und die Bestimmungen über den Widerruf einer bedingten Strafe oder des bedingten Teils einer Strafe sowie über die Rückversetzung in den Straf- und Massnahmenvollzug anwendbar,art_67_c,Art. 67
1. Tat,Verbrechen oder Vergehen,Vollzug eines Tätigkeitsverbots oder eines Kontakt- und Rayonverbots,art_67_d,Art. 67
2. Täter,wird angewendet auf,StGB,art_67_d,Art. 67
3. Gericht,kann nachträglich das Verbot erweitern,Antrag der Vollzugsbehörden,art_67_d,Art. 67
4. Zeitpunkt,herausgestellt,"during the enforcement of a punishment action, or an imprisoning or restrictive measure",art_67_d,Art. 67
5. StGB,ist milder als,vorheriges Gesetz (Assumption based on context),art_67_d,Art. 67
6. Anwendung,gilt wenn,StGB ist milder (Assumption based on context),art_67_d,Art. 67
7. Beurteilung,erfolgt,nach Inkrafttreten der Erweiterung des Verbots oder eines zusätzliches solches Verbot (Implied from the context),art_67_d,Art. 67
8. Tat,Zeitpunkt,nach Inkrafttreten der Erweiterung des Verbots oder eines zusätzliches solches Verbot (Assumption based on context),art_67_d,Art. 67
9. Freiheitsstrafe,ist,eine freiheitsentziehende Massnahme (Assumption based on context),art_67_d,Art. 67
10. Täter,wird angewendet auf,StGB nach Artikel 67 Absatz 1 oder 2 oder nach Artikel 67 (Assumption based on context),art_67_d,Art. 67
1. Täter,Verwendet,Motorfahrzeug,art_67_e,Art. 67
Täter,verübt,Verbrechen oder Vergehen (without specifying the name),art_67_e,Art. 67
Verbrechen oder Vergehen,verübt,vor Entzug des Lernfahr- oder Führerausweises,art_67_e,Art. 67
Entzug des Lernfahr- oder Führerausweises,beginnt,nach der Verurteilung des Täters,art_67_e,Art. 67
Entzug des Lernfahr- oder Führerausweises,erfolgt,nach der Verurteilung des Täters,art_67_e,Art. 67
StGB (without specifying the article),wird angewendet auf,Täter,art_67_e,Art. 67
StGB (without specifying the article),ist milder als,vorheriges Gesetz (not specified),art_67_e,Art. 67
Anwendung (of the current StGB),gilt wenn,StGB (without specifying the article) ist milder (condition 1 is met),art_67_e,Art. 67
1. Täter,Verbrechen/Vergehen,vor Inkrafttreten,art_67_f,Art. 67
2. StGB,ist milder als,keine Bedingung (vorheriges Gesetz),art_67_f,Art. 67
3. Anwendung,gilt wenn,StGB ist milder,art_67_f,Art. 67
4. Beurteilung,erfolgt,nach Inkrafttreten,art_67_f,Art. 67
5. StGB,wird angewendet auf,Täter,art_67_f,Art. 67
1. Veröffentlichung,geboten,öffentliches Interesse (Subjekt unbekannt),art_68,Art. 68
2. Veröffentlichung,geboten,Interesse des Verletzten (Subjekt unbekannt),art_68,Art. 68
3. Veröffentlichung,geboten,Antragsberechtigten (Subjekt unbekannt),art_68,Art. 68
4. Veröffentlichung,geboten,Freigesprochenem (Subjekt unbekannt),art_68,Art. 68
5. Veröffentlichung,geboten,Entlasteten (Subjekt unbekannt),art_68,Art. 68
1. Tat,Verbrechen,"Einziehung von Gegenständen, die zur Begehung einer Straftat gedient haben oder bestimmt waren oder die durch eine Straftat hervorgebracht worden sind",art_69,Art. 69
3. StGB,wird angewendet auf,"Täter, der Einziehung von Gegenständen begeht",art_69,Art. 69
4. StGB,ist milder als,kein vorheriges Gesetz (keine Vorgabe spezifiziert),art_69,Art. 69
5. Anwendung,gilt wenn,StGB ist milder als kein Gesetz (keine Vorgabe spezifiziert),art_69,Art. 69
6. Beurteilung,erfolgt,nach Inkrafttreten,art_69,Art. 69
1. Straftat,Verursacht,Vermögenswerter,art_70,Art. 70
2. Vermögenswert,Erlangt,Straftat,art_70,Art. 70
3. Vermögenswert,Bestimmt,Straftat (veranlassen oder belohnen),art_70,Art. 70
4. Einziehung,Anwendung,Straftat (erlangt bzw. bestimmt war),art_70,Art. 70
5. Einziehung,Ausgeschlossen,Dritter (hat sie in Unkenntnis der Einziehungsgründe erworben),art_70,Art. 70
6. Einziehung,Ausgeschlossen,Dritter (hat für sie eine gleichwertige Gegenleistung erbracht),art_70,Art. 70
7. Einziehung,Ausgeschlossen,Dritter (soweit sie gegenüber him für einzuziehende Vermögenswerte eine unverhältnismässige Härte darstellen würde),art_70,Art. 70
8. Recht zur Einziehung,Verjährt nach,7 Jahren,art_70,Art. 70
9. Rechtsverfolgung (der Straftat),Unterworfen ist,längerer Verjährungsfrist,art_70,Art. 70
10. Verjährungsfrist,Anwendung findet auch auf,Einziehung,art_70,Art. 70
11. Amtliche Bekanntmachung,Erfolgt nach,Einziehung,art_70,Art. 70
12. Ansprüche (Verletzter oder Dritter),Erlöschen nach,5 Jahren (amtlicher Bekanntmachung),art_70,Art. 70
13. Umfang der einzuziehenden Vermögenswerte,Nicht oder nur mit unverhältnismässigem Aufwand ermitteln kann,Gericht,art_70,Art. 70
14. Gericht,Schätzen kann,Umfang der einzuziehenden Vermögenswerte,art_70,Art. 70
15. Einziehung,Amtlich bekannt zu machen,ist,art_70,Art. 70
1. Gesetz,ist,StGB,art_71,Art. 71
- StGB,wird angewendet auf,"Täter (im weiteren Kontext nicht direkt erwähnt, aber als Teil des Prozesses)",art_71,Art. 71
- Ersatzforderung,erfolgt,gegenüber einem Dritten,art_71,Art. 71
- Zeitpunkt,erfolgt,"nach Inkrafttreten (impliziert durch das Erscheinen von ""dies"")",art_71,Art. 71
- Ersatzforderung,gilt nicht,vorhanden ist die unterliegende Vermögenswert,art_71,Art. 71
- Ersatzforderung,kann abgesehen werden,voraussichtlich uneinbringlich wäre,art_71,Art. 71
- Ersatzforderung,kann abgesehen werden,die Wiedereingliederung des Betroffenen ernsthaft behindert würde,art_71,Art. 71
- Zeitpunkt,abgesehen werden kann,"nach Inkrafttreten (impliziert durch das Erscheinen von ""dies"")",art_71,Art. 71
1. Täter,Beteiligt sich an einer kriminellen Organisation,Keine Angabe,art_72,Art. 72
2. Täter,Unterstützt eine kriminelle Organisation,Keine Angabe,art_72,Art. 72
3. Vermögenswerte der Täter,Unterliegen der Verfügungsmacht,Eine kriminellen Organisation,art_72,Art. 72
4. Vermögenswerte die Täter besitzen,Einzuziehen werden,Das Gericht,art_72,Art. 72
5. Gesetz,Hieß vorher,Keine Angabe,art_72,Art. 72
6. StGB,Hieß nachher,Keine Angabe,art_72,Art. 72
7. StGB,Ist milder als,Vorheriges Gesetz (vom StGB),art_72,Art. 72
8. Anwendung des StGB,Gilt wenn,Täter beteiligt sich an einer kriminellen Organisation oder sie unterstützt eine solche Organisation (Artikel 260),art_72,Art. 72
1. Täter,Verbrechen/Vergehen,"kein Objekt (Das Subjekt kann nur mit ""Täter"" angegeben werden)",art_73,Art. 73
\* Beurteilung,erfolgt,nach Gerichtsverhandlung,art_73,Art. 73
\* StGB,ist milder als,keine Bedingungen (Keine vorheriges Gesetz in diesem Artikel),art_73,Art. 73
\* Anwendung,gilt wenn,"Schaden nicht durch Versicherung gedeckt, Täter den Schaden nicht ersetzen oder Genugtuung nicht leisten",art_73,Art. 73
\* Gericht,kann beurteilen zu,"Geldstrafe/Busse, eingezogene Gegenstände und Vermögenswerte, Ersatzforderungen, Friedensbürgschaft, Verwertungserlös von eingezogenen Gegenständen",art_73,Art. 73
\* Gericht,kann anordnen zur Verwendung zu Gunsten des Geschädigten,wenn der Geschädigte den entsprechenden Teil seiner Forderung an den Staat abtritt,art_73,Art. 73
1. Gesetz,heisst,StGB (Verbrechen oder Vergehen),art_74,Art. 74
2. Tat,heisst,Menschenwürde des Gefangenen/Eingewiesenen beschränkt wird,art_74,Art. 74
3. Tat,Zeitpunkt,vor Inkrafttreten,art_74,Art. 74
4. Beurteilung,erfolgt,nach Inkrafttreten,art_74,Art. 74
5. StGB,ist milder als,"kein vorheriges Gesetz (keine spezifische Regel, aber hier eine Möglichkeit)",art_74,Art. 74
6. Anwendung,gilt wenn,StGB ist milder,art_74,Art. 74
1. Strafvollzug,fördert,soziales Verhalten des Gefangenen,art_75,Art. 75
2. Strafvollzug,entsprechen,allgemeinen Lebensverhältnissen,art_75,Art. 75
3. Strafvollzug,gewährleisten,Betreuung des Gefangenen,art_75,Art. 75
4. Strafvollzug,entgegenzuwarten,schädlichen Folgen des Freiheitsentzugs,art_75,Art. 75
5. Strafvollzug,tragen,"Schutz der Allgemeinheit, des Vollzugspersonals und der Mitgefangenen",art_75,Art. 75
6. Anstaltsordnung,sieht vor,namentlich Angaben über die angebotene Betreuung,art_75,Art. 75
7. Anstaltsordnung,enthält,Arbeits- sowie Aus- und Weiterbildungsmöglichkeiten,art_75,Art. 75
8. Anstaltsordnung,enthält,Wiedergutmachung,art_75,Art. 75
9. Anstaltsordnung,enthält,Beziehungen zur Aussenwelt,art_75,Art. 75
10. Anstaltsordnung,enthält,Vorbereitung der Entlassung,art_75,Art. 75
12. Geschlechtsspezifischen Anliegen und Bedürfnissen der Gefangenen,ist,Rechnung zu tragen,art_75,Art. 75
14. Vollzug der Freiheitsstrafe,abzusehen,wenn die Wiedereingliederung des Gefangenen in Frage gestellt würde (konditional),art_75,Art. 75
15. StGB,nicht angewendet auf,Täter (not applicable due to rule),art_75,Art. 75
16. Beurteilung,erfolgt,nach Inkrafttreten (implied),art_75,Art. 75
1. Kommission,hat,Verbrechen (unter Artikel 64 Absatz 1) begangen,art_75_a,Art. 75
2. Vollzugsbehörde,kann nicht eindeutig beantworten,Frage der Gemeingefährlichkeit des Gefangenen,art_75_a,Art. 75
3. Gemeingefährlichkeit,ist anzunehmen,"wenn die Gefahr besteht, dass der Gefangene flieht und eine weitere Straftat begeht",art_75_a,Art. 75
4. Diese Straftat,schwer beeinträchtigt,"physische, psychische oder sexuelle Integrität einer anderen Person",art_75_a,Art. 75
1. Tat,Verbrechen,Fluchtversuch,art_76,Art. 76
2. Tat,Verbrechen,weitere Tat,art_76,Art. 76
3. Gefangene,wird eingewiesen in,geschlossene Strafanstalt,art_76,Art. 76
4. Gefangene,wird eingewiesen in,"geschlossene Abteilung offener Strafanstalt (nur wenn die Gefahr besteht, dass er fliehen möchte oder es zu erwarten ist, dass er weitere Straftaten begeht)",art_76,Art. 76
5. Gesetz,ist milder als,vorheriges Gesetz (wenn Freiheitsstrafen in geschlossener/offener Strafanstalt vollzogen wurden),art_76,Art. 76
6. Anwendung,gilt wenn,StGB ist milder als vorheriges Gesetz (wenn Freiheitsstrafen in geschlossener/offener Strafanstalt vollzogen werden),art_76,Art. 76
7. Zeitpunkt,Vor Inkrafttreten,"der Regel (für die Voraussetzung, dass das Gesetz milder als das vorherige Gesetz ist und wenn es Anwendung findet)",art_76,Art. 76
8. Beurteilung,erfolgt nach,Inkrafttreten der Regel,art_76,Art. 76
1. Gefangene,verbracht,Arbeits-Zeit (in der Regel),art_77,Art. 77
2. Gefangene,verbracht,Ruhe-Zeit (in der Regel),art_77,Art. 77
3. Gefangene,verbracht,Freizeit (in der Regel),art_77,Art. 77
4. Anstalt,ist Ort von,Arbeits-Zeit (in der Regel),art_77,Art. 77
