subject,predicate,object,artikel_id,artikel_nummer
Arbeiten ausserhalb der Anstalt,gelten auch,Hausarbeit und Kinderbetreuung,art_77_a,Art. 77
Wohn- und Arbeitsexternat,wird angewendet auf,Gefangene,art_77_a,Art. 77
StGB,ist milder als,vorheriges Gesetz,art_77_a,Art. 77
Verurteilter,begeht,Verbrechen,art_77_b,Art. 77
Verurteilter,erfüllt,Bewilligungsvoraussetzung,art_77_b,Art. 77
Vollzugsbehörde,legt fest,Bedingungen und Auflagen,art_77_b,Art. 77
Verurteilter,nicht erfüllt mehr,Bewilligungsvoraussetzung,art_77_b,Art. 77
Verurteilter,leistet trotz Mahnung nicht entsprechend,Bedingungen und Auflagen der Halbgefangenschaft,art_77_b,Art. 77
Vollzugsbehörde,vollzieht,Freiheitsstrafe,art_77_b,Art. 77
StGB,ist milder als,vorheriges Gesetz,art_77_b,Art. 77
Anwendung,gilt wenn,StGB ist milder als Vollvollzug,art_77_b,Art. 77
Einzelhaft,angeordnet werden,a,art_78,Art. 78
Einzelhaft,angeordnet werden,b,art_78,Art. 78
Einzelhaft,angeordnet werden,c,art_78,Art. 78
Einzelhaft,angeordnet werden,d,art_78,Art. 78
StGB,ist milder als,vorheriges Gesetz,art_78,Art. 78
Täter,Verbrechen,vor Inkrafttreten,art_79,Art. 79
StGB,wird angewendet auf,Täter,art_79,Art. 79
StGB,ist milder als,vorheriges Gesetz,art_79,Art. 79
Anwendung,gilt wenn,StGB ist milder,art_79,Art. 79
Beurteilung,erfolgt,nach Inkrafttreten,art_79,Art. 79
Verurteilter,begeht,Verbrechen,art_79_a,Art. 79
- Beurteilung,erfolgt,nach Inkrafttreten,art_79_a,Art. 79
StGB,ist milder als,keine vorherige Gesetzgebung,art_79_a,Art. 79
Anwendung,gilt wenn,Verurteilter begeht Verbrechen,art_79_a,Art. 79
StGB,wird angewendet auf,Verurteilter,art_79_a,Art. 79
Gemeinnützige Arbeit,ist zugunsten von,"sozialen Einrichtungen, Werken in öffentlichem Interesse oder hilfsbedürftigen Personen zu leisten",art_79_a,Art. 79
Vier Stunden gemeinnütziger Arbeit,entsprechen,"einem Tag Freiheitsstrafe, einem Tagessatz Geldstrafe oder einem Tag Ersatzfreiheitsstrafe bei Übertretungen",art_79_a,Art. 79
Bei gemeinnütziger Arbeit zum Vollzug einer Busse,beträgt die Frist,höchstens ein Jahr,art_79_a,Art. 79
Verurteilter,trotz Mahnung nicht entsprechend den von der Vollzugsbehörde festgelegten Bedingungen und Auflagen oder innert Frist leistet die gemeinnützige Arbeit,so wird die Freiheitsstrafe im Normalvollzug oder in der Form der Halbgefangenschaft vollzogen oder die Geldstrafe oder die Busse vollstreckt,art_79_a,Art. 79
Gesetz,ist,StGB,art_79_b,Art. 79
- StGB,wird angewendet auf,Täter,art_79_b,Art. 79
- Täter,begeht,Verbrechen,art_79_b,Art. 79
- Elektronische Überwachung,kann anordnen,Vollzugsbehörde,art_79_b,Art. 79
- Voraussetzung 1 der Elektronischen Überwachung,nicht zu erwarten ist,Täter flieht oder weitere Straftaten begeht,art_79_b,Art. 79
- Voraussetzung 2 der Elektronischen Überwachung,Verurteilte verfügt über,dauerhafte Unterkunft,art_79_b,Art. 79
- Voraussetzung 3 der Elektronischen Überwachung,Verurteilter nachgeht,"geregelten Arbeit, Ausbildung oder Beschäftigung von mindestens 20 Stunden pro Woche",art_79_b,Art. 79
- Voraussetzung 4 der Elektronischen Überwachung,Zustimmen,erwachsene Personen in gleicher Wohnung,art_79_b,Art. 79
- Voraussetzung 5 der Elektronischen Überwachung,Zustimmt,Verurteilter zum Vollzugsplan,art_79_b,Art. 79
- Bedingung für Abbruch der Elektronischen Überwachung,keine Voraussetzung mehr erfüllt oder,Verurteilter seine im Vollzugsplan festgehaltenen Pflichten verletzt,art_79_b,Art. 79
- Vollzug in Fall des Abbrechens der Elektronischen Überwachung,kann anordnen,Vollzugsbehörde,art_79_b,Art. 79
- Vollzug in Fall des Abbrechens der Elektronischen Überwachung,oder,Freiheitsstrafe im Normalvollzug oder in Form der Halbgefangenschaft,art_79_b,Art. 79
Täter,Verbrechen oder Vergehen,Gesundheitszustand des Taters erfordert Abweichung von Regeln,art_80,Art. 80
Täter,Verbrechen oder Vergehen,Schwangerschaft,art_80,Art. 80
Täter,Verbrechen oder Vergehen,Geburt,art_80,Art. 80
Täter,Verbrechen oder Vergehen,Zeit unmittelbar nach der Geburt,art_80,Art. 80
Täter,Verbrechen oder Vergehen,gemeinsame Unterbringung von Mutter und Kleinkind im Interesse des Kindes,art_80,Art. 80
Strafe,Zeitpunkt,in einer Strafanstalt,art_80,Art. 80
Strafe,Zeitpunkt,in einer anderen geeigneten Einrichtung,art_80,Art. 80
Strafe,Vollzugsbehörde,"verfügt Reglemente dieser Einrichtung, wenn es nicht anderes verfügt",art_80,Art. 80
StGB,ist milder als,vorheriges Gesetz,art_80,Art. 80
Anwendung,gilt wenn,Strafe,art_80,Art. 80
Gesetz,heisst,StGB,art_81,Art. 81
- Tat,heisst,Verbrechen oder Vergehen,art_81,Art. 81
- Täter,begeht,Tat,art_81,Art. 81
- Tat,erfolgt,nach Inkrafttreten,art_81,Art. 81
- Arbeit,ist,der Tat,art_81,Art. 81
- Arbeit,muss der Täter leisten,nach Inkrafttreten,art_81,Art. 81
- Beurteilung,erfolgt,nach Inkrafttreten,art_81,Art. 81
- Vorheriges Gesetz,ist milder als,StGB,art_81,Art. 81
- Anwendung,gilt wenn,StGB ist milder,art_81,Art. 81
Täter,Vergehen,Ausübung von Gesetz,art_82,Art. 82
Tat,Zeitpunkt,vor Inkrafttreten des Gesetzes,art_82,Art. 82
StGB,wird angewendet auf,Täter,art_82,Art. 82
StGB,ist milder als,ohne Angabe eines vorherigen Gesetz,art_82,Art. 82
Anwendung,gilt wenn,StGB ist milder und Tat hat stattgefunden,art_82,Art. 82
Gefangene,erhält,Arbeitsentgelt,art_83,Art. 83
- Arbeitsentgelt,abhängt von,Leistung,art_83,Art. 83
- Arbeitsentgelt,angepasst,Umständen,art_83,Art. 83
- Arbeitsentgelt,nur frei verfügen kann,Teil,art_83,Art. 83
- Eine Rücklage,gebaut wird,Rest des Arbeitsentgelts,art_83,Art. 83
- Die Rücklage,nach der Entlassung,Zeitpunkt,art_83,Art. 83
Täter,begeht Verbrechen/Vergehen,Kontakt mit Gefangenen kontrolliert oder beschränkt oder untersagt,art_84,Art. 84
Tat,heisst,Kontakt mit Gefangenen regeln,art_84,Art. 84
Zeitpunkt,gilt wenn,Gesetz in Kraft tritt,art_84,Art. 84
StGB,ist milder als,vorheriges Gesetz,art_84,Art. 84
Anwendung,gilt wenn,StGB ist milder,art_84,Art. 84
Beurteilung,erfolgt,nach Inkrafttreten des Gesetzes,art_84,Art. 84
Geistlichen/Ärzten/Rechtsanwälten/Notaren/Vormündern/Personen mit vergleichbaren Aufgaben,können Kontakt mit Gefangenen haben,allgemeine Anstaltsordnung,art_84,Art. 84
Verteidiger,kann Kontakt mit Gefangenen haben,Gespräche nicht mitgehört werden können,art_84,Art. 84
Korrespondenz/anwaltliche Schriftstücke,inhaltliche Überprüfung nicht gestattet,nach Inkrafttreten des Gesetzes,art_84,Art. 84
Missbrauch von Verteidigerkontakt,kann untersagt werden,zuständige Behörde,art_84,Art. 84
Aufsichtsbehörden,Kontakt darf nicht kontrolliert werden,nach Inkaftretreten des Gesetzes,art_84,Art. 84
Gefangenen,Urlaub gewährt sein sollte,"zur Pflege der Beziehungen zur Aussenwelt, zur Vorbereitung seiner Entlassung oder aus besonderen Gründen",art_84,Art. 84
Gefangenen,keine Urlaube/Vollzugsöffnungen gewährt werden,vorausgehenden Strafvollzug von Verwahrung,art_84,Art. 84
Tat,Verbrechen,Leibesvisitation,art_85,Art. 85
Tat,Zeitpunkt,bei Inkrafttreten des Gesetzes,art_85,Art. 85
Gefangener,verboten,Leibesvisitation,art_85,Art. 85
Visitatoren,ist,Person gleichen Geschlechts von der Strafanstalt,art_85,Art. 85
Visitatoren,handelt in Abwesenheit,anderen Gefangenen,art_85,Art. 85
Entkleidung,verbunden mit,"Leibesvisitation, wenn notwendig",art_85,Art. 85
StGB,ist milder als,vorherige Regelungen,art_85,Art. 85
Anwendung der Regel,gilt wenn,Gefangener im Verdacht steht unerlaubte Gegenstände zu verbergen,art_85,Art. 85
Untersuchungen im Körperinnern,von,Arzt oder anderem medizinischem Personal,art_85,Art. 85
Beurteilung,erfolgt,nach Inkrafttreten des Gesetzes,art_85,Art. 85
Gefangene,verbüsst,zwei Drittel seiner Strafe,art_86,Art. 86
Gefangene,verbüsst,Hälfte seiner Strafe,art_86,Art. 86
Zuständige Behörde,prüft,bedingt zu entlassen,art_86,Art. 86
Zuständige Behörde,prüft,bedingte Entlassung gewährt werden kann,art_86,Art. 86
Zuständige Behörde,holt Bericht,von Anstaltsleitung ein,art_86,Art. 86
Gefangene,angehört,wird,art_86,Art. 86
Zuständige Behörde,verweigert,bedingte Entlassung,art_86,Art. 86
Zuständige Behörde,neu prüft,bedingte Entlassung gewährt werden kann,art_86,Art. 86
Gefangene,rechtfertigt,sein Verhalten im Strafvollzug,art_86,Art. 86
Gefangene,annehmbar ist,er werde weitere Verbrechen oder Vergehen begehen,art_86,Art. 86
Gesetz,ist milder als,vorheriges Gesetz,art_86,Art. 86
Anwendung,gilt wenn,Gesetz ist milder,art_86,Art. 86
Ausnahme,gilt wenn,"Gefangene ausserordentliche, in der Person des Gefangenen liegende Umstände rechtfertigen",art_86,Art. 86
Zuständige Behörde,kann bedingt entlassen,Gefangene,art_86,Art. 86
Entlassung nach Absatz 1,frühestens möglich,nach 15 Jahren,art_86,Art. 86
Entlassung nach Absatz 4,frühestens möglich,zehn Jahren,art_86,Art. 86
Verbrechen,heißt,Entlassen bedingt unter Bewährung,art_87,Art. 87
Tat,Zeitpunkt,vorherige Tat,art_87,Art. 87
Gesetz,heißt,StGB,art_87,Art. 87
StGB,ist milder als,vorheriges Gesetz,art_87,Art. 87
Anwendung,gilt wenn,StGB ist milder,art_87,Art. 87
Verbrechen,Vergehen,Entlassen bedingt unter Bewährung,art_87,Art. 87
Tat,Zeitpunkt,erfolgt nach Inkrafttreten des StGB,art_87,Art. 87
Bewährungshilfe,erfolgt,nach Inkrafttreten des StGB,art_87,Art. 87
Weisungen,erteilen,Vollzugsbehörde,art_87,Art. 87
Bedingte Entlassung,betrifft,Freiheitsstrafe,art_87,Art. 87
Freiheitsstrafe,heißt,Strafstrafe nach Artikel 64 Absatz 1,art_87,Art. 87
Bedingte Entlassung,Zeitpunkt,erfolgt nach Ablauf der Probezeit,art_87,Art. 87
Probezeit,Dauer,entspricht dem Strafrest,art_87,Art. 87
Probezeit,Dauer,mindestens ein Jahr und höchstens fünf Jahre,art_87,Art. 87
Bewährungshilfe,oder,Weisungen,art_87,Art. 87
Gefahr von weiteren Straftaten dieser Art,begegnen,dem bedingt Entlassenen nach Ablauf der Probezeit,art_87,Art. 87
Gericht,kann auf Antrag der Vollzugsbehörde,Bewährungshilfe oder Weisungen verlängern,art_87,Art. 87
Gericht,kann auf Antrag der Vollzugsbehörde,neue Weisungen anordnen,art_87,Art. 87
Rückversetzung in den Strafvollzug,nicht möglich,nach Ablauf der Probezeit und Bewährungshilfe oder Weisungen,art_87,Art. 87
Täter,Verbrechen/Vergehen,Hat sich der bedingt Entlassene bewährt,art_88,Art. 88
Tat,Zeitpunkt,vor Probezeit-Ablauf,art_88,Art. 88
Bewährung,erfolgt,nach Probezeit-Ablauf,art_88,Art. 88
Gesetz,ist milder als,Kein vorheriges Gesetz,art_88,Art. 88
Anwendung,gilt wenn,Täter ist endgültig entlassen,art_88,Art. 88
Verbrechen/Vergehen,begeht,bedingt Entlassener während Probezeit,art_89,Art. 89
Rückversetzung,ordnet das Gericht an,wenn Verbrechen/Vergehen begangen während Probezeit,art_89,Art. 89
Rückversetzung,nicht angeordnet werden darf,wenn seit Ablauf der Probezeit drei Jahre vergangen sind,art_89,Art. 89
Untersuchungshaft,auf den Strafrest anzurechnen,wenn Täter während des Verfahrens der Rückversetzung ausgestanden hat,art_89,Art. 89
Gesamtstrafe,bildet das Gericht in Anwendung von Artikel 49,wenn auf Grund der neuen Straftat die Voraussetzungen für eine unbedingte Freiheitsstrafe erfüllt sind und trifft diese mit der durch den Widerruf vollziehbar gewordenen Reststrafe zusammen,art_89,Art. 89
Artikel 86 Absätze 1-4,anwendbar,wenn nur die Reststrafe vollzogen wird,art_89,Art. 89
Artikel 59-61 Massnahme,trifft mit der durch den Entscheid über die Rückversetzung vollziehbar gewordenen Reststrafte zusammen,so ist Artikel 57 Absätze 2 und 3 anwendbar,art_89,Art. 89
Massnahme,ist eines von,"a, b, c, d",art_90,Art. 90
Massnahme,wird angewendet auf,Eingewiesener,art_90,Art. 90
Vollzugsplan,enthält namentlich Angaben über,"die Behandlung der psychischen Störung, der Abhängigkeit oder der Entwicklungsstörung des Eingewiesenen",art_90,Art. 90
Gefangene/Eingewiesene,verstößt gegen Strafvollzugsvorschriften/Vollzugsplan,schuldhaft,art_91,Art. 91
* Gesetz,ist milder als,keine Bedingung,art_91,Art. 91
* Anwendung,gilt wenn,Gefangene/Eingewiesene verstößt gegen Strafvollzugsvorschriften/Vollzugsplan schuldhaft,art_91,Art. 91
Gefangene/Eingewiesene,erleidet,Disziplinarsanktionen,art_91,Art. 91
* Disziplinarsanktionen,umfasst,"Verweis, zeitweise Entzug oder Beschränkung der Verfügung über Geldmittel, Freizeitbeschäftigung oder Aussenkontakte, Busse, Arrest",art_91,Art. 91
Disziplinarrecht,enthält,"Disziplinartatbestände, Bestimmungen für Sanktionen und ihre Zumessung, Verfahren",art_91,Art. 91
Kantone,erlassen,Disziplinarrecht,art_91,Art. 91
* Gesetz,wird angewendet auf,Gefangene/Eingewiesene,art_91,Art. 91
Tat,Verbrechen,Vorhandensein von wichtigen Gründen,art_92,Art. 92
Gesetz,StGB,In Kraft,art_92,Art. 92
Tat,Zeitpunkt,In Krafttreten des StGB,art_92,Art. 92
Unterbrechung der Vollzug von Strafen und Massnahmen,erfolgt,Nach dem Inkrafttreten des StGB,art_92,Art. 92
StGB,ist milder als,Gesetz vor dem StGB,art_92,Art. 92
Anwendung der Unterbrechung der Vollzug von Strafen und Massnahmen,gilt wenn,StGB ist milder als das vorherige Gesetz,art_92,Art. 92
Unterbrechung der Vollzug von Strafen und Massnahmen,wird angewendet auf,Täter,art_92,Art. 92
Tat,Verbrechen,vorhanden,art_92_a,Art. 92
Tat,Zeitpunkt,vor Inkrafttreten des Gesetzes vom 23. März 2007,art_92_a,Art. 92
Opferhilfegesetz,ist milder als,vorheriges Gesetz,art_92_a,Art. 92
Anwendung,gilt wenn,Opferhilfegesetz ist milder,art_92_a,Art. 92
Vollzugbehörde,entscheidet nach Anhörung des Verurteilten,über das Gesuch,art_92_a,Art. 92
Vollzugsbehörde,kann nur dann verweigern/widerrufen,wenn berechtigte Interessen des Verurteilten überwiegen,art_92_a,Art. 92
Informationsberechtigte Person,macht aufmerksam,auf die Vertraulichkeit der bekannt gegebenen Informationen,art_92_a,Art. 92
Opferhilfeantragsteller,ist gegenüber beratender Person,keiner Vertraulichkeitsverpflichtung unterworfen,art_92_a,Art. 92
Täter,Vergehen,Bewährungshilfe,art_93,Art. 93
Zeitpunkt,vor Inkrafttreten,Gesetz,art_93,Art. 93
Bewährungshilfe,erfolgt,nach Inkrafttreten,art_93,Art. 93
Bewährungshilfe-Behörde,vermittelt,Sozial- und Fachhilfe,art_93,Art. 93
Personen,schweigen,über ihre Wahrnehmungen,art_93,Art. 93
Personen,geben,Auskünfte,art_93,Art. 93
Gesetz,heißt,StGB,art_94,Art. 94
Weisungen,können erteilt werden für,Probezeit,art_94,Art. 94
Weisungen,betreffen,"Berufsausübung, Aufenthalt, Motorfahrzeugführung, Schadenersatz, ärztliche Betreuung, psychologische Betreuung",art_94,Art. 94
Delikte,gegen die sexuelle Integrität können,verurteilte Person zum Besuch eines Lernprogramms verpflichtet werden,art_94,Art. 94
Anwendung,gilt wenn,Delikte gegen die sexuelle Integrität,art_94,Art. 94
StGB,ist milder als,kein Objekt angegeben,art_94,Art. 94
Gericht,handelt,Bewährungshilfe oder Weisungen,art_95,Art. 95
Behörde,gibt Bericht über Bewährungshilfe oder Weisungen,dem Gericht oder Strafvollzugsbehörden,art_95,Art. 95
Urteil/Entscheid,enthält Anordnung von Bewährungshilfe und Weisungen,Verurteilter,art_95,Art. 95
Verurteilter,erhält Bericht über Bewährungshilfe oder Weisungen,zuständige Behörde,art_95,Art. 95
Gericht/Strafvollzugsbehörde,"kann in bestimmten Fällen die Probezeit um die Hälfte verlängern/die Bewährungshilfe aufheben oder neu anordnen/die Weisungen ändern, aufheben oder neue Weisungen erteilen",Verurteilter,art_95,Art. 95
Gericht,kann in bestimmten Fällen die bedingte Strafe widerrufen/die Rückversetzung in den Straf- oder Massnahmenvollzug anordnen,"Verurteilter, wenn ernsthaft zu erwartet ist, dass der Verurteilte neue Straftaten begeht",art_95,Art. 95
StGB,ist milder als,vorheriges Gesetz,art_95,Art. 95
Anwendung des StGB,gilt wenn,StGB ist milder,art_95,Art. 95
Gesetz,heisst,StGB,art_96,Art. 96
Soziale Betreuung,wird angewendet auf,Täter,art_96,Art. 96
Soziale Betreuung,freiwillig in Anspruch genommen werden kann,"keine Zeitangabe vorhanden, daher kein eigenes Triple",art_96,Art. 96
Tat,Verbrechen,Verjährt,art_97,Art. 97
Zeitpunkt,vor Inkrafttreten,Oktober 2001,art_97,Art. 97
Beurteilung,erfolgt,nach Inkrafttreten,art_97,Art. 97
StGB,ist milder als,vorheriges Gesetz,art_97,Art. 97
Anwendung,gilt wenn,"StGB ist milder und Tat nicht sexuelle Handlung mit Kindern oder Straftaten nach Artikeln 187, 188, 111-113, 122, 182, 189-191, 195 gegen ein Kind unter 16 Jahren",art_97,Art. 97
Tat,Verjährung,in 30 Jahren bei lebenslängliche Freiheitsstrafe,art_97,Art. 97
Tat,Verjährung,in 15 Jahren bei Freiheitsstrafe von mehr als drei Jahren,art_97,Art. 97
Tat,Verjährung,in 10 Jahren bei Freiheitsstrafe von drei Jahren,art_97,Art. 97
Tat,Verjährung,in 7 Jahren bei einer anderen Strafe,art_97,Art. 97
"Strafverfolgung von sexuellen Handlungen mit Kindern und minderjährigen Abhängigen sowie von Straftaten nach den Artikeln 111-113, 122, 182, 189-191 und 195, die sich gegen ein Kind unter 16 Jahren richten",Verjährung,nach Absätten 1-3,art_97,Art. 97
Tat,ausführt,Verjährung beginnt,art_98,Art. 98
Tat,verschiedene Zeiten,letzte Tätigkeit,art_98,Art. 98
Tat,dauert,Verhaltensaufgabe,art_98,Art. 98
Verhaltensaufgabe,aufhört,Verjährung beginnt,art_98,Art. 98
StGB,ist milder als,vorheriges Gesetz,art_98,Art. 98
Anwendung,gilt wenn,StGB ist milder,art_98,Art. 98
Verjährung,erfolgt,nach Inkrafttreten,art_98,Art. 98
Gesetz,heisst,StGB,art_99,Art. 99
Verbrechen/Vergehen,begeht,Täter,art_99,Art. 99
Verbrechen/Vergehen,heisst,Strafe ausgesprochen,art_99,Art. 99
Tat,Zeitpunkt,vor Inkrafttreten,art_99,Art. 99
Strafe ausgesprochen,ist,lebenslängliche Freiheitsstrafe,art_99,Art. 99
Strafe ausgesprochen,wird angewendet auf,Täter,art_99,Art. 99
Strafe ausgesprochen,Zeitpunkt,Inkrafttreten,art_99,Art. 99
Strafe ausgesprochen,zeitlich länger als,fünf Jahre,art_99,Art. 99
Strafe ausgesprochen,verjährt in,a. 30 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjährt in,b. 25 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjährt in,c. 20 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjähert in,d. 15 Jahren,art_99,Art. 99
Strafe ausgesprochen,verjahrt in,e. fünf Jahren,art_99,Art. 99
Tat,Verbrechen/Vergehen,Unbekannt,art_100,Art. 100
Zeitpunkt,vollstreckbar wird,Tag des Urteils,art_100,Art. 100
Beurteilung,erfolgt,"nach dem Tag, an dem das Urteil rechtlich vollstreckbar wird",art_100,Art. 100
Verbrechen,heisst,Völkermord,art_101,Art. 101
Tat,heisst,Kriegsverbrechen,art_101,Art. 101
Tat,heisst,"Verbrechen, die als Mittel zu Erpressung oder Nötigung Leib und Leben vieler Menschen in Gefahr brachten oder zu bringen drohten",art_101,Art. 101
Verbrechen,heisst,sexuelle Handlungen mit Kindern,art_101,Art. 101
Tat,Zeitpunkt,vor Inkrafttreten,art_101,Art. 101
Strafverfolgung,Verjährt,nicht,art_101,Art. 101
StGB,ist milder als,vorheriges Gesetz,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe am 1. Januar 1983 noch nicht verjährt war,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe beim Inkrafttreten der Änderung vom 18. Juni 2010 dieses Gesetzes nach bisherigem Recht noch nicht verjährt war,art_101,Art. 101
Anwendung,gilt wenn,Strafverfolgung oder Strafe am 30. November 2008 nach dem bis zu jenem Zeitpunkt geltenden Recht noch nicht verjährt war,art_101,Art. 101
Beurteilung,erfolgt,nach Inkrafttreten,art_101,Art. 101
Gesetz,heisst,StGB,art_101,Art. 101
Täter,wird angewendet auf,"Völkermord, Kriegsverbrechen, Verbrechen mit Erpressung/Nötigung, sexuelle Handlungen mit Kindern",art_101,Art. 101
Unternehmen,ausübt,Verbrechen oder Vergehen,art_102,Art. 102
- Unternehmen,begangen in,Unternehmenzweck,art_102,Art. 102
- Unternehmen,in Ausübung,Geschäftliche Verrichtung,art_102,Art. 102
Unternehmensverbrechen/Vergehen,kann nicht zugerechnet werden,bestimmte natürliche Person,art_102,Art. 102
Unternehmen,wird bestraft mit,Busse,art_102,Art. 102
- Busse,beträgt,5 Millionen Franken,art_102,Art. 102
Unternehmensverbrechen/Vergehen,nach Artikeln 260,Straftat,art_102,Art. 102
Strafgericht,bemisst,Busse,art_102,Art. 102
- Strafgericht,insbesondere nach,Schwere der Tat und Organisationsmangel sowie Schaden,art_102,Art. 102
- Strafgericht,insbesondere nach,wirtschaftlicher Leistungsfähigkeit des Unternehmens,art_102,Art. 102
Unternehmen im Sinne dieses Titels,gelten als,a. juristische Personen des Privatrechts,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,b. juristische Personen des öffentlichen Rechts mit Ausnahme der Gebietskörperschaften,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,c. Gesellschaften,art_102,Art. 102
- Unternehmen im Sinne dieses Titels,gelten als,d. Einzelfirmen,art_102,Art. 102
Täter,Verbrechen/Vergehen,vor Inkrafttreten,art_102_a,Art. 102
StGB,ist milder als,vorheriges Gesetz,art_102_a,Art. 102
Anwendung,gilt wenn,StGB ist milder,art_102_a,Art. 102
Beurteilung,erfolgt,nach Inkrafttreten,art_102_a,Art. 102
StGB,wird angewendet auf,Täter,art_102_a,Art. 102
Tat,Verbrechen,ohne weitere Angabe,art_103,Art. 103
Tat,erfolgt,ohne weitere Angabe,art_103,Art. 103
StGB,ist milder als,ohne weitere Angabe,art_103,Art. 103
Anwendung,gilt wenn,StGB ist milder,art_103,Art. 103
Tat,Verbrechen oder Vergehen,Übertretung der Bestimmungen des Ersten Teils,art_104,Art. 104
Zeitpunkt,vor Inkrafttreten,StGB,art_104,Art. 104
Gesetz,erfolgt,nach Inkrafttreten,art_104,Art. 104
StGB,milder als,ursprüngliches Gesetz,art_104,Art. 104
Anwendung,gilt wenn,StGB ist milder als ursprüngliches Gesetz,art_104,Art. 104
Anwendung,wird angewendet auf,Täter der Übertretung der Bestimmungen des Ersten Teils,art_104,Art. 104
Tat,Zeitpunkt,nach Inkrafttreten von StGB,art_104,Art. 104
Gesetz,heißt,StGB,art_105,Art. 105
- StGB,ist milder als,vorheriges_Gesetz,art_105,Art. 105
- Bestimmungen_über_die_bedingten_und_die_teilbedingten_Strafen,sind,Art_42,art_105,Art. 105
- Bestimmungen_über_die_bedingten_und_die_teilbedingten_Strafen,sind,Art_43,art_105,Art. 105
- Landesverweisung,wird_angewandt_auf,Versuch und Gehilfschaft,art_105,Art. 105
- Freiheitsentziehende_Massnahmen,heißen,Art_59 bis Art_61 und Art_64,art_105,Art. 105
- Tätigkeitsverbot,wird_angewandt_auf,Art_67,art_105,Art. 105
- Kontakt- und Rayonverbot,wird_angewandt_auf,Art_67,art_105,Art. 105
- Beurteilung,erfolgt,nach_Inkrafttreten,art_105,Art. 105
StGB,ist milder als,vorheriges Gesetz,art_106,Art. 106
- Anwendung,gilt wenn,StGB ist milder,art_106,Art. 106
Tat,Verbrechen oder Vergehen,das Gesetz belegt,art_106,Art. 106
- Beurteilung,erfolgt,nach Inkrafttreten,art_106,Art. 106
Tat,Zeitpunkt,vor Inkrafttreten,art_106,Art. 106
Gericht,spricht Urteil für den Fall,die Busse schuldhaft nicht bezahlt wird,art_106,Art. 106
- Ersatzfreiheitsstrafe,erfolgt,nach Inkrafttreten,art_106,Art. 106
Busse,Höchstbetrag,10 000 Franken,art_106,Art. 106
Ersatzfreiheitsstrafe,mindestens,ein Tag und höchstens drei Monaten,art_106,Art. 106
Ersatzfreiheitsstrafe,entfällt,soweit die Busse nachträglich bezahlt wird,art_106,Art. 106
Täter,begeht,Verbrechen,art_107,Art. 107
Verbrechen,heisst,Tat,art_107,Art. 107
Tat,Zeitpunkt,vor Inkrafttreten,art_107,Art. 107
Beurteilung,erfolgt,nach Inkrafttreten,art_107,Art. 107
Gesetz,heisst,StGB,art_107,Art. 107
Art. 2,ist,Kein Akteur,art_107,Art. 107
StGB,ist milder als,vorheriges Gesetz,art_107,Art. 107
Anwendung,gilt wenn,StGB ist milder,art_107,Art. 107
StGB,wird angewendet auf,Täter,art_107,Art. 107
Täter,begeht,Verbrechen,art_108,Art. 108
Verbrechen,erfolgt,vor Inkrafttreten,art_108,Art. 108
StGB,ist milder als,vorheriges Gesetz,art_108,Art. 108
Anwendung,gilt wenn,StGB ist milder,art_108,Art. 108
Beurteilung,erfolgt,nach Inkrafttreten,art_108,Art. 108
Verbrechen,Vorhergeschehen,Drei Jahre hervor,art_109,Art. 109
Gesetz,Ist milder als,Vorheriges Gesetz,art_109,Art. 109
Strafverfolgung,Erfolgt nach,Drei Jahren,art_109,Art. 109
Strafe,Verjährt in,Drei Jahren,art_109,Art. 109
Tat,Verbrechen,"""Untersuchungshaft""",art_110,Art. 110
- Zeitpunkt,erfolgt,im Strafverfahren,art_110,Art. 110
- Beurteilung,erfolgt,nach Inkrafttreten des Gesetzes,art_110,Art. 110
- StGB,ist milder als,vorheriges Gesetz,art_110,Art. 110
- Anwendung,gilt wenn,Tat involviert Tiere,art_110,Art. 110
- StGB,wird angewendet auf,"der Täter, der die Tat begangen hat",art_110,Art. 110
Tat,Verbrechen,Tötung,art_111,Art. 111
Täter,begeht,Tötung,art_111,Art. 111
Zeitpunkt,vor Inkrafttreten,Gesetz,art_111,Art. 111
Gesetz,ist milder als,vorheriges Gesetz,art_111,Art. 111
Anwendung,gilt wenn,StGB ist milder und es wird kein Sonderfall zutreffend ist,art_111,Art. 111
Beurteilung,erfolgt,nach Inkrafttreten des Gesetzes,art_111,Art. 111
Täter,begeht,Verbrechen,art_112,Art. 112
Verbrechen,hat Beweggrund,besonders verwerflicher Beweggrund,art_112,Art. 112
Verbrechen,hat Zweck,besonders verwerflicher Zweck,art_112,Art. 112
Verbrechen,Art Ausführung hat,besonders verwerfliche Art Ausführung,art_112,Art. 112
Täter,"wird lebenslänglich bestraft oder Freiheitsstrafe unter zehn Jahren bestraft, wenn",Verbrechen hat besonders verwerflichen Beweggrund oder Zweck oder besonders verwerfliche Art Ausführung,art_112,Art. 112
